"e1g2efjf5 href","tiktok-1zpj2q-ImgAvatar src","tiktok-1665s4c-SpanUserNameText","tiktok-xm2h10-PCommentText","tiktok-4tru0g-SpanCreatedTime","tiktok-ro5z69-SpanReplyButton","tiktok-gb2mrc-SpanCount"
"https://www.tiktok.com/@pedro.zinat","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1b1f6f82bc8a3e429abbfdb97408309c~c5_100x100.jpg?x-expires=1695812400&x-signature=EIvDFlenrEhV7JNY%2FeYFSFXmxX8%3D","Pedro Zinat","No al regreso de la corrupción de Velasco y sus mafias","hace 5 día(s)","Responder","35"
"https://www.tiktok.com/@big_cami","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f3bf177fe8fb57d5955b56353540bde5~c5_100x100.jpg?x-expires=1695812400&x-signature=xEB5piyeBUzTHrVv8XpIy3obWlo%3D","Big_Cami","No puede porque no nació en Chiapas...","hace 4 día(s)","Responder","11"
"https://www.tiktok.com/@luluvoyage0","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3b0727575a0cb0e62db141ad12897ba1~c5_100x100.jpg?x-expires=1695812400&x-signature=fEPeDqC%2Buwmcne5syCvFw7z02DE%3D","luluvoyage0","Gracias por información, sé qué hay mucha frustración por qué esta gente siguen impunes y ganando más poder. Importante que se haga memoria.","hace 5 día(s)","Responder","10"
"https://www.tiktok.com/@wildernajera152","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7128569154541944838~c5_100x100.jpg?x-expires=1695812400&x-signature=mZQfvibWD%2FcTXXTKOOdWgkENZsQ%3D","wildernajera152","ni Dios lo quiera ya es muy conocida por ser la más corrupta y mentirosa en todo el estado de Chiapas. no creo que la gente se deje engañar","hace 8 h","Responder","0"
"https://www.tiktok.com/@moisesgutierrezpi","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","moises_gutierrez _Piñeiro","Eduardo Ramírez y sasil de león son peores q el güero","hace 1 día(s)","Responder","0"
"https://www.tiktok.com/@balamselva","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","Balamselva","Güero Velasco está aliado con varios candidatos a la gubernatura de Chiapas, al final ganará y seguira robando!","hace 1 día(s)","Responder","0"
"https://www.tiktok.com/@victorgutierrez146","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1669064164596901~c5_100x100.jpg?x-expires=1695812400&x-signature=EhDwaI7%2FmQ5JJmCIIZWzgXa9cJ8%3D","Victor Gutierrez","pues es normal es su casa chica","hace 1 día(s)","Responder","0"
"https://www.tiktok.com/@matygc02","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/039c450c1024b940423ecf98b071328b~c5_100x100.jpg?x-expires=1695812400&x-signature=qX25IloiDlPlCW7cTiKTGBZGPSo%3D","Cosita preciosa","Ya basta que los mismo queden no tienen vergüenza sasil, Ramirez y el güero ascos de personas","hace 2 día(s)","Responder","1"
"https://www.tiktok.com/@user46c4sxvcw7","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7140423382583607302~c5_100x100.jpg?x-expires=1695812400&x-signature=GvmlqVDYcz90kGdEGEi41HCxjKc%3D","user46c4sxvcw7","🥺🥺🥺🥺🥺🥺🥺🥺🥺","hace 2 día(s)","Responder","0"
"https://www.tiktok.com/@clorhexihub","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f832313af7933ebd27c345259fe8d780~c5_100x100.jpg?x-expires=1695812400&x-signature=gBf3ICxp%2BxrZ5J2uWRXE926toEA%3D","vcc","los mismos que quieren comer de nuevo del pastel, ya fueron a chingar a su madre","hace 2 día(s)","Responder","0"
"https://www.tiktok.com/@abisaid.manuel","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2f67be91e7041a5a269de16a876d17c6~c5_100x100.jpg?x-expires=1695812400&x-signature=OSTBsUmr3AkhO3pqU5LvdDAMVMc%3D","Abisaid Manuel","la güera no sirve es un corrupto es ahijado del presidente es rata","hace 3 día(s)","Responder","1"
"https://www.tiktok.com/@condeyari","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/6997925685310259206~c5_100x100.jpg?x-expires=1695812400&x-signature=zkUmp98MahQgODsfEby8EqjSk5k%3D","condeyari","ni Eduardo, Sasil ni Pepe, prefiero a Carlos Morales","hace 3 día(s)","Responder","0"
"https://www.tiktok.com/@cronosrice","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8e83b54f1966ff0fce6845df12f07502~c5_100x100.jpg?x-expires=1695812400&x-signature=SXDhqBu1rZsfL77FTi5hdZ8Lzgw%3D","Lestat Cronos","Aaaawebo a esa la quería tía Lety pa nuera jajajaja","hace 3 día(s)","Responder","0"
"https://www.tiktok.com/@pakkomann","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/86a82e20371ffda89b563fd4e23ed438~c5_100x100.jpg?x-expires=1695812400&x-signature=XBu%2BVFzw5XHZCJclLq0MMn%2Ff%2FnQ%3D","Pakko Velázquez","Siendo Chiapas un polvorín estando en manos de los carteles, es neta que volverían a votar por Morena?","hace 3 día(s)","Responder","1"
"https://www.tiktok.com/@estelaherrera61","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","user8350409586107","no se sacian con tanto dinero k ys se llevaron k bsrbaro","hace 3 día(s)","Responder","1"
"https://www.tiktok.com/@estelaherrera61","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","user8350409586107","no queremos los ratas","hace 3 día(s)","Responder","1"
"https://www.tiktok.com/@betitogomez1975","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/36a2346c4d8a6c6ce97d0d7f48350a21~c5_100x100.jpg?x-expires=1695812400&x-signature=TRfEs58Tk9Uj4gxZLRAAdZE4swQ%3D","Betitogome1975","iii qien es esa q ni la conozco..... Yo mi voto se lo daré a chico 😂😂che","hace 3 día(s)","Responder","2"
"https://www.tiktok.com/@user1723947761001","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","user1723947761001","es una chapulina","hace 3 día(s)","Responder","1"
"https://www.tiktok.com/@jealbabo17","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4c9d6acae3618614f80d15cfdb2dcd08~c5_100x100.jpg?x-expires=1695812400&x-signature=5LkKxz7VkK%2Bup2twRbjym6ft9GA%3D","JEAlBABO","Se tenía que decir dejo en quiebra esa secretaría y se supo que triste que la apoyen tengan dignidad ellos ya no","hace 3 día(s)","Responder","1"
"https://www.tiktok.com/@jaimemartinez7729","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7288cd0130e0e4cf78bb92de95466cd9~c5_100x100.jpg?x-expires=1695812400&x-signature=HSAYlyf6DAARVr59V3ecCpjlqRk%3D","jaime","es una ratota gris","hace 3 día(s)","Responder","2"
"https://www.tiktok.com/@usertw7x5ozlfx","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7068390023086899205~c5_100x100.jpg?x-expires=1695812400&x-signature=H3F%2FGPyO4hIey3ioB4Kh6mWgyC4%3D","Ángel del Cielo","Chiapas si tienen honor o dignidad ya no acepten estos rateros. se van millonarios y dejan pobres chiapanecos","hace 3 día(s)","Responder","2"
"https://www.tiktok.com/@user5085663406030","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dff6da2c352e7f62e403a2a4d08bd332~c5_100x100.jpg?x-expires=1695812400&x-signature=KSAGkwPtiCNrfx7n54kRXhFOCvs%3D","Gayelquenomesiga","Que CHSPM amlo y Sheinbaum. Ni un voto a Morena.","hace 3 día(s)","Responder","0"
"https://www.tiktok.com/@user4330592358188","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","user4330592358188","Manuel Velasco es un pinché corrupto ratero dejo pobre a a Chiapas. Muerto de hambre. Aquí yano tiene entrada.. Fuera Manuel Velasco","hace 3 día(s)","Responder","3"
"https://www.tiktok.com/@user4330592358188","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","user4330592358188","Que se vayan x dónde vinieron","hace 3 día(s)","Responder","1"
"https://www.tiktok.com/@maricarmen2603","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/18761011c1d4580b4e244489d077d9f4~c5_100x100.jpg?x-expires=1695812400&x-signature=7DbTb1nw37SQU2xojWX9DxS%2B5GA%3D","Maricarmen Díaz","😂 Estamos en la etapa de sacar los trapitos al sol... Y de volver a enojarse porque no nos movilizamos para hacer un cambio verdadero 😔","hace 3 día(s)","Responder","1"
"https://www.tiktok.com/@agradecido8","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7150161630243291141~c5_100x100.jpg?x-expires=1695812400&x-signature=mvHBoMkWA08btJjKi%2Bl6ecXWQNE%3D","agradecido8","Bandidísima 🙈🙈","hace 4 día(s)","Responder","2"
"https://www.tiktok.com/@lourdes.mundo","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7254392820999323654~c5_100x100.jpg?x-expires=1695812400&x-signature=A70IZotkfMttF5e%2BqWJdsn1d7Vs%3D","Lourdes Mundo","Que se vayan a servir de donde sean.","hace 4 día(s)","Responder","1"
"https://www.tiktok.com/@rafaellopezjeroni","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7226159778702032901~c5_100x100.jpg?x-expires=1695812400&x-signature=XWr6a1MLK%2BHCui15iRpZ3%2FRhYa0%3D","Raloje67","ya che gúero ya suelta a chiapas. ya dejanos de chingar","hace 4 día(s)","Responder","2"
"https://www.tiktok.com/@sergio_merida","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/92824b65da6086ae6436ddbfb270a845~c5_100x100.jpg?x-expires=1695812400&x-signature=lUghXYH8owAWF9EUM1yEAOn4JvY%3D","Sergio_merida","No por favor, si ya no aguantamos a Rutilio menos aguantaremos que vuelvan gente del wero o Sabines, ya robaron suficiente por favor tengan vergüenza","hace 4 día(s)","Responder","1"
"https://www.tiktok.com/@user3516205011896","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/98a5e07af514760ae047f43f75b29f1e~c5_100x100.jpg?x-expires=1695812400&x-signature=ZZyPrBPt7UW8%2BDRGR9fj6ymc7kw%3D","user3516205011896","enoch tambien es de la misma linea, eduardo ramirez, el hermano de carlos morales. ninguno de estos sirve.","hace 4 día(s)","Responder","3"
"https://www.tiktok.com/@ricardo.gonzales23","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7278741905382080518~c5_100x100.jpg?x-expires=1695812400&x-signature=KPxKozlF0AEZWDc2%2BvIU8wZ6Uhw%3D","Ricardo Gonzales","AHI ESTA LO JODIDO PARA CHIAPAS,PURO PINCHE CANDIDATO BASURA","hace 4 día(s)","Responder","3"
"https://www.tiktok.com/@elizabethroblerop8","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7154865126003507205~c5_100x100.jpg?x-expires=1695812400&x-signature=E2pNvj%2FJ7k6GEcdMMdQaOxl33g8%3D","elizabethroblerop8","no han hacho nada bueno para el pueblo eso sí ellos ya son millonarios y solo se aparecen en tiempo de elecciones parecen magos","hace 4 día(s)","Responder","2"
"https://www.tiktok.com/@elizabethroblerop8","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7154865126003507205~c5_100x100.jpg?x-expires=1695812400&x-signature=E2pNvj%2FJ7k6GEcdMMdQaOxl33g8%3D","elizabethroblerop8","NO MAS RATAS EN CHIAPAS NI SASIL NI EDUARDO RAMIRIRES QUE SEEIA IGUAL O PEOR QUE EL GÜERO VELAZCO","hace 4 día(s)","Responder","1"
"https://www.tiktok.com/@wwsagitario","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/80a72f62c9b546744eccd8e91f45005b~c5_100x100.jpg?x-expires=1695812400&x-signature=%2Bmmpn62P0Nt1ZxQvdn32jGUxXww%3D","CARLO.","YA BASTA DE MACHISMO EN CHIAPAS YA LE TOCA A UNA MUJER SER GOBERNADORA .","hace 4 día(s)","Responder","0"
"https://www.tiktok.com/@4tranformacion","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a230b922f8a48174b76e2a620c708ae2~c5_100x100.jpg?x-expires=1695812400&x-signature=f941DjhQ3njlm%2BHMIVZWr%2B05zpk%3D","4tranformacion","plácido morales vendió morena con Manuel velasco y el verde ecológista","hace 4 día(s)","Responder","1"
"https://www.tiktok.com/@4tranformacion","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a230b922f8a48174b76e2a620c708ae2~c5_100x100.jpg?x-expires=1695812400&x-signature=f941DjhQ3njlm%2BHMIVZWr%2B05zpk%3D","4tranformacion","sasil es una super ladrona alado de eduardo asesorados por Manuel pulido que fue delegado de auditoria en gobierno de.manuel velasco","hace 4 día(s)","Responder","1"
"https://www.tiktok.com/@deskilenet","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1665605523860485~c5_100x100.jpg?x-expires=1695812400&x-signature=h0hAFq3v%2FOGoHqP02x4%2Bqse2rJ8%3D","Deskyle","próximo gober. Eduardo Ramírez. estimado sn...ya no le busquen más .","hace 4 día(s)","Responder","3"
"https://www.tiktok.com/@cloei0906","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c11c2c9ee26eedc94de64f757cde806d~c5_100x100.jpg?x-expires=1695812400&x-signature=fgybDdQmltKWFw%2F0IGlKpQSWpR4%3D","cloe0906","puras ratas,pero los chiapa ecos lo dejan","hace 4 día(s)","Responder","1"
"https://www.tiktok.com/@user80446272204728","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","Luz","Puros transas","hace 4 día(s)","Responder","2"
"https://www.tiktok.com/@patshorus","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/6971892156097101829~c5_100x100.jpg?x-expires=1695812400&x-signature=jY2t1a1OzaklqG6FNaZH9LJVTnI%3D","patty","😡😡😡😡","hace 4 día(s)","Responder","1"
"https://www.tiktok.com/@minguiro","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","minguiro","sería el regreso de Velazco al saqueo del pueblo,al igual que Eduardo Ramirez son un asco. nos quedó a deber AMLO al protegerlos","hace 5 día(s)","Responder","2"
"https://www.tiktok.com/@useru8tox1iaae","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5319129263bf2821429b4890ee8bfe0d~c5_100x100.jpg?x-expires=1695812400&x-signature=vwxZI3qT%2FXzD4oVluv9b2XpjnDQ%3D","useru8tox1iaae","En chiapas o Eduardo o Sasil no hay más","hace 5 día(s)","Responder","1"
"https://www.tiktok.com/@jhonnywilliamruiz","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/7050191418853163014~c5_100x100.jpg?x-expires=1695812400&x-signature=X%2BQUNYURwRQWvV7Iu5Ln6F6jBT0%3D","Jhonny Ruiz","No tienenn llenadera. Q poca Mother","hace 5 día(s)","Responder","2"
"https://www.tiktok.com/@kolocho10","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e63b8b0240257c40368d843eb4fe9dff~c5_100x100.jpg?x-expires=1695812400&x-signature=Lc%2Fhu%2FgoDDh1fBY1pD4pdR%2F13rM%3D","kolocho10","ESTA TAN BUENO EL HUESO...Q TODOS ANDAN DE PERROS X EL PODER...CINISMO EN TODA LA EXTENSION DE LA PALABRA 😏","hace 5 día(s)","Responder","2"
"https://www.tiktok.com/@artemioramirezvaz","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7106724776260927494~c5_100x100.jpg?x-expires=1695812400&x-signature=73PW3fRD7bhrQKqft%2FftIxYE6%2Fo%3D","artemioramirezvaz","Es corrupta 😂😂😂","hace 5 día(s)","Responder","3"
"https://www.tiktok.com/@tigrillo868","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7271770395417116677~c5_100x100.jpg?x-expires=1695812400&x-signature=azajecLkrg%2B1S1zbcB7QX8JGZoQ%3D","tigrillo","votaremos por otro y no por esos ratas","hace 5 día(s)","Responder","1"
"https://www.tiktok.com/@ferag97","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/954138e4ffa6b83b6beaa550ffe8f4f5~c5_100x100.jpg?x-expires=1695812400&x-signature=3%2F6teh0bdaA4zskm31fjzACXMgE%3D","FerAg97","Ningún aspirante tiene credenciales presentables. Chiapas merece representantes que verdaderamente sirvan a la ciudadanía","hace 5 día(s)","Responder","1"
"https://www.tiktok.com/@user6983872441757","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","user6983872441757","en Chiapas no queremos a Manuel Velasco ni sus allegados","hace 5 día(s)","Responder","3"
"https://www.tiktok.com/@clautiiktok","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0c1eb9a42a209b6e000bd302524ff6c9~c5_100x100.jpg?x-expires=1695812400&x-signature=wqztX0L8WznOaNle5YAc2a2gvAU%3D","Claudia Diaz Velasco","ni vergüenza tienen","hace 5 día(s)","Responder","1"
"https://www.tiktok.com/@jeuvillarrealmora","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5a6c0c9114734b530a294fce382d526a~c5_100x100.jpg?x-expires=1695812400&x-signature=0FX%2FvMzYAefmql4jByaChdrEw6A%3D","jeuvilla","ya sabemos cómo es de tranzas para que viene a seguir robando???","hace 5 día(s)","Responder","3"
"https://www.tiktok.com/@alexaguilar14881","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6210601ecfa30ae8db3ddaf31a2a7a82~c5_100x100.jpg?x-expires=1695812400&x-signature=ldWKuiQg4cS9YQaNyySJy3o2V9E%3D","alexaguilar14881","Otra ves a robar el man..","hace 5 día(s)","Responder","1"
"https://www.tiktok.com/@lizbethgomezalvar5","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/71e3bdb0021412bacaf694268d6c0b87~c5_100x100.jpg?x-expires=1695812400&x-signature=88IkNVZ3hYYnKtzLwGVYvlkoyxg%3D","lizbethgomezalvar5","hay va a salir s es de padres chiapanechos , así como Viky Rincón en su momento .","hace 5 día(s)","Responder","3"
"https://www.tiktok.com/@user8616150940967","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ca8a60f023353ef87ca4a6448d9a5ec5~c5_100x100.jpg?x-expires=1695812400&x-signature=JsdDXclmgLRWD5iwGHq93mmGIcA%3D","ANGY430","Puro chafirete🤣🤣🤣","hace 5 día(s)","Responder","1"
"https://www.tiktok.com/@montsegur123","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/95b4ce3aa820f82aeee1aebef6689277~c5_100x100.jpg?x-expires=1695812400&x-signature=RzTyAcLC%2Bt8dNQC90pzVK40T53g%3D","Montsegur123","Carlos Morales gobernador!!!!","hace 1 día(s)","Responder","0"
