"tiktok-1as5cen-DivWrapper href","tiktok-41hm0z src","tiktok-41hm0z src 2","tiktok-ie5x9-DivCardAvatar href","tiktok-1zpj2q-ImgAvatar src","user-name","ejg0rhn6 href","tiktok-1p6dp51-StrongText","ejg0rhn6 href 2","tiktok-1p6dp51-StrongText 2","ejg0rhn6 href 3","tiktok-1p6dp51-StrongText 3","ejg0rhn6 href 4","tiktok-1p6dp51-StrongText 4","tiktok-j2a19r-SpanText","ejg0rhn6 href 5","tiktok-1p6dp51-StrongText 5","ejg0rhn6 href 6","tiktok-1p6dp51-StrongText 6","e19c29qe17 src","e19c29qe17 src 2","ejg0rhn6 href 7","tiktok-1p6dp51-StrongText 7"
"https://www.tiktok.com/@jazminfabiola1303/video/7246872512582257925","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oobIGShGB8KLrSkCCwgQE9oEztAafgAijAoyQI~tplv-photomode-zoomcover:480:480.avif?x-expires=1695898800&x-signature=cHmV51dBTkMmT%2FHsPZB%2B2DWccyg%3D","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oobIGShGB8KLrSkCCwgQE9oEztAafgAijAoyQI?x-expires=1695898800&x-signature=KJagJLAhXMGpPF8nT4qzWdNjk8E%3D","https://www.tiktok.com/@jazminfabiola1303?lang=es","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpeg?x-expires=1695898800&x-signature=J0WlDC4H4czIiNCBix25VnrKKpM%3D","jazminfabiola1303","https://www.tiktok.com/tag/essasil","#EsSasil","https://www.tiktok.com/tag/chiapas","#Chiapas","https://www.tiktok.com/tag/fyp","#fyp","https://www.tiktok.com/tag/viral","#viral","Hoy Senadora, mañana Gobernadora!","https://www.tiktok.com/@sasildeleon","@Sasil de León","","","","","",""
"https://www.tiktok.com/@jazminfabiola1303/video/7257966709166984453","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oUFB0jkQyI4nWBI9QjJIXbDgeEARNBuKfW2gaI~tplv-photomode-zoomcover:480:480.avif?x-expires=1695898800&x-signature=F5jATjlnys4z3BTytvCQYb9gUiw%3D","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oUFB0jkQyI4nWBI9QjJIXbDgeEARNBuKfW2gaI?x-expires=1695898800&x-signature=AYBjf1EwhgiOc8bQzV6ImCNZzCU%3D","https://www.tiktok.com/@jazminfabiola1303?lang=es","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpeg?x-expires=1695898800&x-signature=J0WlDC4H4czIiNCBix25VnrKKpM%3D","jazminfabiola1303","https://www.tiktok.com/tag/essasil","#EsSasil","https://www.tiktok.com/tag/sasildeleon","#SasildeLeon","https://www.tiktok.com/tag/fyp","#fyp","https://www.tiktok.com/tag/chiapas","#Chiapas","Es tiempo de las mujeres","https://www.tiktok.com/tag/senadora","#Senadora","https://www.tiktok.com/tag/villaflores","#Villaflores","","","",""
"https://www.tiktok.com/@jazminfabiola1303/video/7248010588599749893","","","https://www.tiktok.com/@jazminfabiola1303?lang=es","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpeg?x-expires=1695898800&x-signature=J0WlDC4H4czIiNCBix25VnrKKpM%3D","jazminfabiola1303","https://www.tiktok.com/tag/chiapas","#chiapas","https://www.tiktok.com/tag/fyp","#fyp","https://www.tiktok.com/tag/viral","#viral","https://www.tiktok.com/tag/sasildeleon","#SasildeLeon","Es tiempo de las mujeres en Chiapas. Vamos con Sasil.","https://www.tiktok.com/tag/essasil","#EsSasil","https://www.tiktok.com/tag/palenque","#palenque","https://p16-sign-va.tiktokcdn.com/tos-maliva-i-photomode-us/a95a7dd0ef3d4c399eff23f1a50c1ddd~tplv-photomode-zoomcover:480:480.avif?x-expires=1695898800&x-signature=0ZOgcRDWX53SLq1WY2vikiWCs2Y%3D","https://p16-sign-va.tiktokcdn.com/tos-maliva-i-photomode-us/a95a7dd0ef3d4c399eff23f1a50c1ddd~tplv-photomode-image.jpeg?x-expires=1695747600&x-signature=MoaDJXQdpla2UabiIRmEHiOArJc%3D","",""
"https://www.tiktok.com/@jazminfabiola1303/video/7246433211432111366","","","https://www.tiktok.com/@jazminfabiola1303?lang=es","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpeg?x-expires=1695898800&x-signature=J0WlDC4H4czIiNCBix25VnrKKpM%3D","jazminfabiola1303","https://www.tiktok.com/tag/essasil","#EsSasil","https://www.tiktok.com/tag/chiapas","#Chiapas","","","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-i-photomode-us/a03336a6b134486f8321c5aef0d824f6~tplv-photomode-zoomcover:480:480.avif?x-expires=1695898800&x-signature=FUraiDSpksSi2v3UhZmm0On%2BOgo%3D","https://p16-sign-va.tiktokcdn.com/tos-maliva-i-photomode-us/a03336a6b134486f8321c5aef0d824f6~tplv-photomode-image.jpeg?x-expires=1695747600&x-signature=U1a0KueaHuDilYgCoBuEYkKDXGU%3D","",""
"https://www.tiktok.com/@jazminfabiola1303/video/7247183201146359045","","","https://www.tiktok.com/@jazminfabiola1303?lang=es","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpeg?x-expires=1695898800&x-signature=J0WlDC4H4czIiNCBix25VnrKKpM%3D","jazminfabiola1303","https://www.tiktok.com/tag/essasil","#EsSasil","https://www.tiktok.com/tag/sasildeleon","#SasildeLeon","https://www.tiktok.com/tag/viral","#viral","https://www.tiktok.com/tag/fyp","#fyp","","https://www.tiktok.com/tag/chiapas","#Chiapas","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-i-photomode-us/8cb794d6a9e3463fbdcf5a120faaadf6~tplv-photomode-zoomcover:480:480.avif?x-expires=1695898800&x-signature=sCJRR%2FEiTkI8aI2sZ40SHTz0RSE%3D","https://p16-sign-va.tiktokcdn.com/tos-maliva-i-photomode-us/8cb794d6a9e3463fbdcf5a120faaadf6~tplv-photomode-image.jpeg?x-expires=1695747600&x-signature=g1Hzi%2BYxJIFWoNUkRux4fFoygbg%3D","",""
"https://www.tiktok.com/@jazminfabiola1303/video/7277945700095364358","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/osdIND7ngp1ClksebgKjCAABEeAPRAIDOeD0QS~tplv-photomode-zoomcover:480:480.avif?x-expires=1695898800&x-signature=61NMheM%2B7YpXKRWR4T6qRZ84RVI%3D","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/osdIND7ngp1ClksebgKjCAABEeAPRAIDOeD0QS?x-expires=1695898800&x-signature=t%2FUpyuPwFK41KNb45Mk%2Bcy9iRe8%3D","https://www.tiktok.com/@jazminfabiola1303?lang=es","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpeg?x-expires=1695898800&x-signature=J0WlDC4H4czIiNCBix25VnrKKpM%3D","jazminfabiola1303","https://www.tiktok.com/","@Sasil de León","https://www.tiktok.com/tag/essasil","#EsSasil","https://www.tiktok.com/tag/chiapas","#chiapas","https://www.tiktok.com/tag/sasildele%C3%B3n","#sasildeleón","Es tiempo de las mujeres.","https://www.tiktok.com/tag/senadora","#Senadora","https://www.tiktok.com/tag/chiapas","#Chiapas","","","https://www.tiktok.com/tag/fyp","#fyp"
"https://www.tiktok.com/@jazminfabiola1303/video/7279668676880600326","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/o4zGnksFIAOgsEhvBtIlCrHg5nRH0o0DACANfy~tplv-photomode-zoomcover:480:480.avif?x-expires=1695898800&x-signature=BWYQuoFKB2v%2BgizHYs0OtfeYBtA%3D","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/o4zGnksFIAOgsEhvBtIlCrHg5nRH0o0DACANfy?x-expires=1695898800&x-signature=FV7uyzgZ%2Bgk7DYtgzbPBx7tsOJE%3D","https://www.tiktok.com/@jazminfabiola1303?lang=es","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpeg?x-expires=1695898800&x-signature=J0WlDC4H4czIiNCBix25VnrKKpM%3D","jazminfabiola1303","https://www.tiktok.com/tag/essasil","#EsSasil","https://www.tiktok.com/tag/viral","#viral","https://www.tiktok.com/tag/fyp","#fyp","https://www.tiktok.com/tag/chiapas","#Chiapas","Es tiempo de las mujeres.","https://www.tiktok.com/tag/senadora","#Senadora","https://www.tiktok.com/tag/sasildele%C3%B3n","#sasildeleón","","","https://www.tiktok.com/tag/chiapas","#chiapas"
"https://www.tiktok.com/@jazminfabiola1303/video/7281717355351231749","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/14852a61b9084cfba81ff2e1a88b38b8_1695406945~tplv-photomode-zoomcover:480:480.avif?x-expires=1695898800&x-signature=mis8MwA7UK2BwTnD8MpYlLpr3E0%3D","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/14852a61b9084cfba81ff2e1a88b38b8_1695406945?x-expires=1695898800&x-signature=SJg6zRJopMJZ2ZssDcoVkGoc3H8%3D","https://www.tiktok.com/@jazminfabiola1303?lang=es","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpeg?x-expires=1695898800&x-signature=J0WlDC4H4czIiNCBix25VnrKKpM%3D","jazminfabiola1303","https://www.tiktok.com/@sasildeleon","@Sasil de León","https://www.tiktok.com/tag/essasil","#EsSasil","https://www.tiktok.com/tag/chiapas","#chiapas","https://www.tiktok.com/tag/sasildele%C3%B3n","#sasildeleón","Es tiempo de las mujeres.","https://www.tiktok.com/tag/fyp","#FYP","https://www.tiktok.com/tag/senadora","#Senadora","","","https://www.tiktok.com/tag/chiapas","#Chiapas"
"https://www.tiktok.com/@jazminfabiola1303/video/7248031363012496645","","","https://www.tiktok.com/@jazminfabiola1303?lang=es","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpeg?x-expires=1695898800&x-signature=J0WlDC4H4czIiNCBix25VnrKKpM%3D","jazminfabiola1303","https://www.tiktok.com/tag/essasil","#EsSasil","https://www.tiktok.com/tag/palenque","#palenque","https://www.tiktok.com/tag/sasildeleon","#SasildeLeon","https://www.tiktok.com/tag/viral","#viral","Asociación Ganadera Palenque, Chiapas.","https://www.tiktok.com/tag/chiapas","#Chiapas","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-i-photomode-us/71b51c066a894f39aeab1e3367a083d6~tplv-photomode-zoomcover:480:480.avif?x-expires=1695898800&x-signature=hvWsgU7fBE6QaRI55PC1CHxCHDA%3D","https://p16-sign-va.tiktokcdn.com/tos-maliva-i-photomode-us/71b51c066a894f39aeab1e3367a083d6~tplv-photomode-image.jpeg?x-expires=1695747600&x-signature=e%2FyNfCKPnlTp2qUwBuxue6rV2t0%3D","",""
"https://www.tiktok.com/@jazminfabiola1303/video/7267143628219370758","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/owVnEMAygoKIJLIGuh5KtAqAamCzbfOoQkNF6C~tplv-photomode-zoomcover:480:480.avif?x-expires=1695898800&x-signature=AG2H4KRIxN8hwcSuR%2BXERgpiZXk%3D","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/owVnEMAygoKIJLIGuh5KtAqAamCzbfOoQkNF6C?x-expires=1695898800&x-signature=NCpF05jq7T9AIraPm3SQdozr32s%3D","https://www.tiktok.com/@jazminfabiola1303?lang=es","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpeg?x-expires=1695898800&x-signature=J0WlDC4H4czIiNCBix25VnrKKpM%3D","jazminfabiola1303","https://www.tiktok.com/tag/essasil","#EsSasil","https://www.tiktok.com/tag/esclaudia","#EsClaudia","https://www.tiktok.com/tag/sasildele%C3%B3n","#sasildeleón","https://www.tiktok.com/tag/senadora","#Senadora","","https://www.tiktok.com/tag/chiapas","#Chiapas","","","","","",""
