"e1g2efjf5 href","tiktok-1zpj2q-ImgAvatar src","tiktok-1665s4c-SpanUserNameText","tiktok-xm2h10-PCommentText","tiktok-4tru0g-SpanCreatedTime","tiktok-gb2mrc-SpanCount"
"https://www.tiktok.com/@anahidelossantos7","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b10a4693b0a08ac5fba97e28d4a00b56~c5_100x100.jpg?x-expires=1695812400&x-signature=jLE4THeJIrKYVQEkGbonZIC47Z4%3D","Anahi De Los Santos","Es Sasil ❤️✅","hace 16 h","0"
"https://www.tiktok.com/@anahidelossantos7","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b10a4693b0a08ac5fba97e28d4a00b56~c5_100x100.jpg?x-expires=1695812400&x-signature=jLE4THeJIrKYVQEkGbonZIC47Z4%3D","Anahi De Los Santos","Gobernadora ❤️❤️❤️","hace 16 h","0"
"https://www.tiktok.com/@goyocruzgc","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7220142279424835589~c5_100x100.jpg?x-expires=1695812400&x-signature=LoImnMDg3lNHOMDbi2XBXLGi53I%3D","GOYO CRUZ","a seguir con la transformación","hace 4 h","0"
"https://www.tiktok.com/@anahidelossantos7","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b10a4693b0a08ac5fba97e28d4a00b56~c5_100x100.jpg?x-expires=1695812400&x-signature=jLE4THeJIrKYVQEkGbonZIC47Z4%3D","Anahi De Los Santos","Hoy senadora mañana gobernadora 🥰🥰","hace 16 h","0"
"https://www.tiktok.com/@enderfabian","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1660350623069190~c5_100x100.jpg?x-expires=1695812400&x-signature=PC66VRyz4TbyYOI7EL4VEDixkPQ%3D","Ender Fabian","Hoy senadora mañana gobernadora es tiempo de mujeres #EsSasil","hace 16 h","0"
"https://www.tiktok.com/@sersat321","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7265752794940833797~c5_100x100.jpg?x-expires=1695812400&x-signature=r0YEdQosb%2F3pptuSUi%2BarC769Og%3D","sersat321","🥰🥰🥰 con Tokio mi futura gobernadora","hace 17 h","0"
"https://www.tiktok.com/@dannai_dam04","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1656634609117190~c5_100x100.jpg?x-expires=1695812400&x-signature=cD88hvE3H5%2BLKaMIUog0S%2BdJDac%3D","Dannai D'amiano","Excelente noticia que nos acaba de compartir senadora, #Essasil2024","hace 7 h","0"
"https://www.tiktok.com/@porfirio_cadena24","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0f318879e6c0c4da335df519ee001d41~c5_100x100.jpg?x-expires=1695812400&x-signature=oXNEPRlrmsKYIACkinHkeuG%2FbEI%3D","Porfi Cadena","Kks","hace 16 h","0"
"https://www.tiktok.com/@soo_fiaa3","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6d76aba98decf875f7939227f2d759d5~c5_100x100.jpg?x-expires=1695812400&x-signature=Yi%2F2q1wqP23LCD5CFUoU8bYY7KA%3D","🦋 S O F Í A 🦋","#EsSasil 💜","hace 16 h","0"
"https://www.tiktok.com/@montsegur123","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/95b4ce3aa820f82aeee1aebef6689277~c5_100x100.jpg?x-expires=1695812400&x-signature=RzTyAcLC%2Bt8dNQC90pzVK40T53g%3D","Montsegur123","Carlos Morales mejor 🥰","hace 1 día(s)","0"
"https://www.tiktok.com/@mimilopezzz0","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/50e8aedd653b4e0f1b4c7ecc32afd65a~c5_100x100.jpg?x-expires=1695812400&x-signature=HjROlE4zn5F8%2FOqagmRZtpBBj6Q%3D","mimilopez","carlos morales","hace 1 día(s)","0"
"https://www.tiktok.com/@mimilopezzz0","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/50e8aedd653b4e0f1b4c7ecc32afd65a~c5_100x100.jpg?x-expires=1695812400&x-signature=HjROlE4zn5F8%2FOqagmRZtpBBj6Q%3D","mimilopez","fuera sasil","hace 1 día(s)","0"
"https://www.tiktok.com/@enderfabian","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1660350623069190~c5_100x100.jpg?x-expires=1695812400&x-signature=PC66VRyz4TbyYOI7EL4VEDixkPQ%3D","Ender Fabian","Hoy senadora mañana gobernadora","hace 2 día(s)","1"
"https://www.tiktok.com/@keillycoello1","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/574103d4ea9cc21c06a43a6a639a5df0~c5_100x100.jpg?x-expires=1695812400&x-signature=74jv6YZ6JkE0lq9IgyqOE5ao3L4%3D","Key_C","👏","hace 3 día(s)","0"
"https://www.tiktok.com/@dannai_dam04","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1656634609117190~c5_100x100.jpg?x-expires=1695812400&x-signature=cD88hvE3H5%2BLKaMIUog0S%2BdJDac%3D","Dannai D'amiano","👏👏👏❤️","hace 3 día(s)","0"
"https://www.tiktok.com/@tuxtepec86","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6aa81185a78981bab5525e0ba3253e5d~c5_100x100.jpg?x-expires=1695812400&x-signature=3BN9z9qoNh8yWoMllDOlCz5WQ1U%3D","여기 후원자","VIVA LA 4T🥰","hace 3 día(s)","0"
"https://www.tiktok.com/@anahidelossantos7","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b10a4693b0a08ac5fba97e28d4a00b56~c5_100x100.jpg?x-expires=1695812400&x-signature=jLE4THeJIrKYVQEkGbonZIC47Z4%3D","Anahi De Los Santos","Gobernadora ✅","hace 3 día(s)","0"
"https://www.tiktok.com/@soo_fiaa3","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6d76aba98decf875f7939227f2d759d5~c5_100x100.jpg?x-expires=1695812400&x-signature=Yi%2F2q1wqP23LCD5CFUoU8bYY7KA%3D","🦋 S O F Í A 🦋","#EsSasil ✅","hace 13 h","0"
"https://www.tiktok.com/@montsegur123","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/95b4ce3aa820f82aeee1aebef6689277~c5_100x100.jpg?x-expires=1695812400&x-signature=RzTyAcLC%2Bt8dNQC90pzVK40T53g%3D","Montsegur123","Carlos Morales 🥰","hace 1 día(s)","0"
"https://www.tiktok.com/@sergioarturochave","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6c57d883b768d4250416f885c36f8b17~c5_100x100.jpg?x-expires=1695812400&x-signature=iiDLGfkgWKScCZGoPopJHwrkx0s%3D","Sergio Arturo Chavez Martinez","vamos mi gobernadora 🙏","hace 3 día(s)","0"
"https://www.tiktok.com/@blan0719","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8a464a1febf1a5ac0ca3d908fdcf8f9d~c5_100x100.jpg?x-expires=1695812400&x-signature=JyVMQcHTMkb%2BXvuReNBG2XVWQyI%3D","Blan","Ayudennn a la sierra 😭","hace 3 día(s)","1"
"https://www.tiktok.com/@user453016763071","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","user453016763071","DRA, CLAUDIA
PRESIDENTA
💚","hace 3 día(s)","0"
"https://www.tiktok.com/@jlmlmljlm","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d6718351e0105d0191c600117e9320a2~c5_100x100.jpg?x-expires=1695812400&x-signature=BqNOiid3Ynr1aeYksZctEf%2FFWVU%3D","jlmlmlJLM","👍","hace 4 día(s)","0"
"https://www.tiktok.com/@dannai_dam04","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1656634609117190~c5_100x100.jpg?x-expires=1695812400&x-signature=cD88hvE3H5%2BLKaMIUog0S%2BdJDac%3D","Dannai D'amiano","👏👏❤️","hace 4 día(s)","0"
"https://www.tiktok.com/@romantico68","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1669712483427333~c5_100x100.jpg?x-expires=1695812400&x-signature=dNkF1MQQTgM5gAOHI8rvHE214cE%3D","Román Pinto Moreno","La inútil y la científica","hace 2 día(s)","1"
"https://www.tiktok.com/@manuelsantizguzman","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1649204721584134~c5_100x100.jpg?x-expires=1695812400&x-signature=eC%2BzziD8vPLc83jsUV7uY4eVnIU%3D","Manuel Santiz","sásil gobernadora de Veracruz","hace 3 día(s)","1"
"https://www.tiktok.com/@user159439484237296","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","user159439484237296","En Tapachula estamos con Sasil!!","hace 4 día(s)","0"
"https://www.tiktok.com/@mariamagdalenamon497","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7187501927430094854~c5_100x100.jpg?x-expires=1695812400&x-signature=kXR%2Fu1vSXm67SHbv12VJMjnmABc%3D","Magui mon","Maria Magdalena. Montes Ramos Pijijiapan Está con. Sasil. EsSASIL","hace 4 día(s)","0"
"https://www.tiktok.com/@normatoledo78","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7187957632773128198~c5_100x100.jpg?x-expires=1695812400&x-signature=FoGIYP4QTqHP%2FqWKBJY%2BJ7Q0G88%3D","NormitaTolgomz","mapa está en el mapa con todo el apoyo a #SasildeLeon","hace 4 día(s)","0"
"https://www.tiktok.com/@sayurigomezt","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1664081848642565~c5_100x100.jpg?x-expires=1695812400&x-signature=y3U%2BmJsxykm9fdaBdZsU%2FOgdnJU%3D","Sayuri Gómez","desde Mapastepec apoyándola de corazón ❤️","hace 4 día(s)","0"
"https://www.tiktok.com/@chmorales0","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1657397235164165~c5_100x100.jpg?x-expires=1695812400&x-signature=flrmW%2BiTn8jKtlg6lyIlPLlO8N4%3D","Ch Morales","estaría genial esa dupla","hace 5 día(s)","0"
"https://www.tiktok.com/@jolubaca73","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fa4f0ae5b8e52c414a3164b514a45cea~c5_100x100.jpg?x-expires=1695812400&x-signature=pSgfPNGMtPiQ4uM5lQuTJ2sGOb8%3D","jolubaca73","ARRIBA VERACRUZ!!","hace 5 día(s)","2"
"https://www.tiktok.com/@sergioarturochave","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6c57d883b768d4250416f885c36f8b17~c5_100x100.jpg?x-expires=1695812400&x-signature=iiDLGfkgWKScCZGoPopJHwrkx0s%3D","Sergio Arturo Chavez Martinez","ánimo mi gobernadora estamos en Mapastepec para servirle","hace 5 día(s)","1"
"https://www.tiktok.com/@enocsantosgonzale","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/44a6d96b64e14774240dfde1a52eaa71~c5_100x100.jpg?x-expires=1695812400&x-signature=hiLOIXZYLH5LuZzXbgA3MQjFdv8%3D","Enoc Santos Gonzalez","Uff la canción !!!","hace 5 día(s)","0"
"https://www.tiktok.com/@alejandrajosafan","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/66f7471757109973a7a2c9af0917c6dd~c5_100x100.jpg?x-expires=1695812400&x-signature=t3BOveo89PMYjtKL5wRaczBut0Q%3D","Alejandra JosaFan","😍😍😍","hace 21 h","0"
"https://www.tiktok.com/@sergioarturochave","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6c57d883b768d4250416f885c36f8b17~c5_100x100.jpg?x-expires=1695812400&x-signature=iiDLGfkgWKScCZGoPopJHwrkx0s%3D","Sergio Arturo Chavez Martinez","❤️❤️mi gobernadora","hace 5 día(s)","0"
"https://www.tiktok.com/@diego_moreno96","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/00d6e5eb1382f490bcacc8b4f0ccb342~c5_100x100.jpg?x-expires=1695812400&x-signature=PBq97p9Sn7ody9DUJOzvigzpS7s%3D","Diego Moreno","👏👏","hace 6 día(s)","0"
"https://www.tiktok.com/@reynaalcantar27","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7170337951556698117~c5_100x100.jpg?x-expires=1695812400&x-signature=9ScuU4aQVomP9k4y%2FNXxQUccNfw%3D","reynaalcantar27","#EsSasil.Gobernadora.Chiapas.","hace 6 día(s)","0"
"https://www.tiktok.com/@dannai_dam04","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1656634609117190~c5_100x100.jpg?x-expires=1695812400&x-signature=cD88hvE3H5%2BLKaMIUog0S%2BdJDac%3D","Dannai D'amiano","👏🥰🥰","hace 6 día(s)","0"
"https://www.tiktok.com/@anahidelossantos7","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b10a4693b0a08ac5fba97e28d4a00b56~c5_100x100.jpg?x-expires=1695812400&x-signature=jLE4THeJIrKYVQEkGbonZIC47Z4%3D","Anahi De Los Santos","La más preciosa futura gobernadora 🥰","hace 6 día(s)","0"
"https://www.tiktok.com/@virydelavega2810","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1f010c1137bc21705050c47d11aeb233~c5_100x100.jpg?x-expires=1695812400&x-signature=vU8smFiXPjPIlQ8p0NVbwejorlo%3D","VirydelaVega","🤩🤩🤩🤩","hace 6 día(s)","0"
"https://www.tiktok.com/@reynolhernandez43","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a5ac233861acfbbfc33a40ce2878d43e~c5_100x100.jpg?x-expires=1695812400&x-signature=RNiOs1cEvmAhsJzYfoILbcJE96M%3D","reynolhernandez43","❤❤❤❤","hace 6 día(s)","0"
"https://www.tiktok.com/@nahielysalinasgon","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9c2f6b0eab008df023b94c374437cc2f~c5_100x100.jpg?x-expires=1695812400&x-signature=53ORFfakCqD954GcAJOHnzjmao0%3D","Nahiely Salinas Gonz","#EsSasil la Gobernadora de chiapas 2024!","hace 6 día(s)","0"
"https://www.tiktok.com/@edenovm","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/61d318e25b2e72ccb02d20f079733cd0~c5_100x100.jpg?x-expires=1695812400&x-signature=g6GND%2B05Bed%2B2a48%2Fqe%2B0VJNAOY%3D","Edeno VM","Ella es la indicada!","hace 6 día(s)","0"
"https://www.tiktok.com/@blan0719","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8a464a1febf1a5ac0ca3d908fdcf8f9d~c5_100x100.jpg?x-expires=1695812400&x-signature=JyVMQcHTMkb%2BXvuReNBG2XVWQyI%3D","Blan","Haga algo por Chiapas 🥺 por la sierra sobre todo😭 el crimen organizado está acabando con nosotros.","hace 6 día(s)","0"
"https://www.tiktok.com/@reynolhernandez43","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a5ac233861acfbbfc33a40ce2878d43e~c5_100x100.jpg?x-expires=1695812400&x-signature=RNiOs1cEvmAhsJzYfoILbcJE96M%3D","reynolhernandez43","❤❤gobernadora","9-17","0"
"https://www.tiktok.com/@agnisaiden","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1efab071089b9bc2652ccc2db26cca24~c5_100x100.jpg?x-expires=1695812400&x-signature=BJpukzKUaPt23xUyAId8C6Rjq7g%3D","قال اجني","😻😻","9-17","0"
"https://www.tiktok.com/@lilianacarolainco","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7167588098594439173~c5_100x100.jpg?x-expires=1695812400&x-signature=a5TnXUWQ0CgK5EKdp%2FYDgoNvHmA%3D","caro03","nuestra futufa gobernadora","9-16","0"
"https://www.tiktok.com/@rociorguezdellaven","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a1546e16532abaa67e761eedacd98e47~c5_100x100.jpg?x-expires=1695812400&x-signature=pxhSo2gwGEH6%2BGScGJXPlDiFmTg%3D","Gitana","Hermosa, futura Gobernadora de Chiapas. 🙏","9-16","0"
"https://www.tiktok.com/@jazminfabiola1303","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe66508f22d64c8a2834d679acebe727~c5_100x100.jpg?x-expires=1695812400&x-signature=9L2fx3OdCdak07KuAT9Z689tFoc%3D","jazmin","hoy Senadora mañana Gobernadora","9-16","0"
"https://www.tiktok.com/@diego_moreno96","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/00d6e5eb1382f490bcacc8b4f0ccb342~c5_100x100.jpg?x-expires=1695812400&x-signature=PBq97p9Sn7ody9DUJOzvigzpS7s%3D","Diego Moreno","👏👏","9-16","0"
"https://www.tiktok.com/@aremirubiarreolaz","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","Aremi Rubi Arreola Zavaleta","hermosa #Essasil 2024","9-15","0"
"https://www.tiktok.com/@alanbaup","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1e4f86df2c1b2f3bbbbef9fb7aeb7a3a~c5_100x100.jpg?x-expires=1695812400&x-signature=IKpawykXdJFmlBcnrbQQ4n%2Ftr0Q%3D","dottie","Pseudopoliticos que para lo único que sirven es para servirse del pueblo y volverse millonarios. Corrupta.","9-15","4"
"https://www.tiktok.com/@nahielysalinasgon","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9c2f6b0eab008df023b94c374437cc2f~c5_100x100.jpg?x-expires=1695812400&x-signature=53ORFfakCqD954GcAJOHnzjmao0%3D","Nahiely Salinas Gonz","#EsSasil Próxima Gobernadora de chiapas 2024! 🤌🏻","9-15","0"
"https://www.tiktok.com/@dannai_dam04","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1656634609117190~c5_100x100.jpg?x-expires=1695812400&x-signature=cD88hvE3H5%2BLKaMIUog0S%2BdJDac%3D","Dannai D'amiano","👏👏🇲🇽","9-15","0"
"https://www.tiktok.com/@machin1240592","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7132219342120288262~c5_100x100.jpg?x-expires=1695812400&x-signature=947qfNOPLOg9GMiJx8%2FyphX2LSs%3D","Machin1240592","con esa misma dignidad que argumentas, deberías predicar la política y no únicamente propaganda que haces","9-15","3"
"https://www.tiktok.com/@vamara23","https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/701740ed28b64da25a1b8daa48e4d4ae.jpg?x-expires=1695812400&x-signature=ALcY8%2BcAxGzPd%2FEnmETKkXv43Bw%3D","vamara23","próxima gobernadora 👏👏","9-15","0"
"https://www.tiktok.com/@virydelavega2810","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1f010c1137bc21705050c47d11aeb233~c5_100x100.jpg?x-expires=1695812400&x-signature=vU8smFiXPjPIlQ8p0NVbwejorlo%3D","VirydelaVega","🤩🤩🤩👸","9-15","0"
"https://www.tiktok.com/@minguiro","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1695812400&x-signature=KqeNPbctXtiVfEVMqhhcVtunJtE%3D","minguiro","con todo lo que haz robado, bonito tu rancho... ni lo mandé Dios que seas candidata al gobierno de Chiapas","9-15","4"
"https://www.tiktok.com/@mannucer","https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1684511494312962.jpg?x-expires=1695812400&x-signature=5akxGRtm64FdY9%2FjvRU%2FyYCwz4Q%3D","Manuel Augusto","Mi proxima Gobernadora #EsSasil","9-15","0"
"https://www.tiktok.com/@eduarqz16","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/327d1a911582e588dbaa366f8baa3018~c5_100x100.jpg?x-expires=1695812400&x-signature=pauGcQhy7bpC%2FksSC2CEm4DBoqU%3D","lalo16","chiapas presumirá una bella e inteligente gobernadora #EsSasil","9-15","0"
"https://www.tiktok.com/@_milanac","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f291446cfa23833649e898a524840c34~c5_100x100.jpg?x-expires=1695812400&x-signature=h7AyglPPeaab66gn7nmntk6BpRo%3D","💜","Esa es mi gobernadora 🥰","9-15","0"
"https://www.tiktok.com/@anahidelossantos7","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b10a4693b0a08ac5fba97e28d4a00b56~c5_100x100.jpg?x-expires=1695812400&x-signature=jLE4THeJIrKYVQEkGbonZIC47Z4%3D","Anahi De Los Santos","La más guapa 🥰 futura gobernadora 🥳","9-15","0"
"https://www.tiktok.com/@eduardograjales2","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1664649270819846~c5_100x100.jpg?x-expires=1695812400&x-signature=50p7f0j9KKRtGwIBJ5v8MfQO%2Fg4%3D","Eduardo Grajales","Ers una política qué te falta humildad haces aparentar una persona muy sencilla","9-13","2"
"https://www.tiktok.com/@tanguymoo","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4c565d565bde727ec7e3ffad809578dd~c5_100x100.jpg?x-expires=1695812400&x-signature=aTm1B%2BpMsA8hH34kYg3KcxpePcU%3D","TanguyMoo","Se aprovechan de la gente ahora que están en campaña! Corrupta como todos los políticos incluyendo a morena! Lacra! 👎🏾","9-12","2"
"https://www.tiktok.com/@homerosimpsonrecargado","https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1661927003338821~c5_100x100.jpg?x-expires=1695812400&x-signature=yTXaD3k%2FrvvjEhPXROl2KGaHLpw%3D","user6986649228326","SI ASÍ COMO HACEN TIK TOKS, TRABAJARAN","9-12","4"
