,texto,tokens
158,viernes 6 de octubre declaramos el río santiago como el más contaminado del mundo en el congreso del estado de jalisco y además dejamos claro que la solución es muy sencilla científicamente hablando lo único que hace falta es voluntad se necesita que cada empresa que contamina ponga su planta tratadora para procesar sus desechos antes de verterlos en el ríomuchas gracias por abrirnos las puertas del congreso y permitirnos enviar el mensaje de todos los mexicanosgracias al presidente municipal de magdalena por acompañarnos y ofrecer apoyo para la difusión del movimientogracias al presidente municipal de chapala por enviar un representante e igual ofrecer apoyo en la difusióninvitamos a todos los presidentes municipales de la zmg los presidentes municipales de los municipios por donde pasa el río a todos los diputados locales y representantes de los partidos políticos y ninguno de ellos asistieron ni mandaron a alguien los hechos hablan pd siempre hay tiempo para remediar las cosas pero no dejes que todo colapse yolimpioelriosantiago,"['viernes', '6', 'de', 'octubre', 'declaramos', 'el', 'río', 'santiago', 'como', 'el', 'más', 'contaminado', 'del', 'mundo', 'en', 'el', 'congreso', 'del', 'estado', 'de', 'jalisco', 'y', 'además', 'dejamos', 'claro', 'que', 'la', 'solución', 'es', 'muy', 'sencilla', 'científicamente', 'hablando', 'lo', 'único', 'que', 'hace', 'falta', 'es', 'voluntad', 'se', 'necesita', 'que', 'cada', 'empresa', 'que', 'contamina', 'ponga', 'su', 'planta', 'tratadora', 'para', 'procesar', 'sus', 'desechos', 'antes', 'de', 'verterlos', 'en', 'el', 'ríomuchas', 'gracias', 'por', 'abrirnos', 'las', 'puertas', 'del', 'congreso', 'y', 'permitirnos', 'enviar', 'el', 'mensaje', 'de', 'todos', 'los', 'mexicanosgracias', 'al', 'presidente', 'municipal', 'de', 'magdalena', 'por', 'acompañarnos', 'y', 'ofrecer', 'apoyo', 'para', 'la', 'difusión', 'del', 'movimientogracias', 'al', 'presidente', 'municipal', 'de', 'chapala', 'por', 'enviar', 'un', 'representante', 'e', 'igual', 'ofrecer', 'apoyo', 'en', 'la', 'difusióninvitamos', 'a', 'todos', 'los', 'presidentes', 'municipales', 'de', 'la', 'zmg', 'los', 'presidentes', 'municipales', 'de', 'los', 'municipios', 'por', 'donde', 'pasa', 'el', 'río', 'a', 'todos', 'los', 'diputados', 'locales', 'y', 'representantes', 'de', 'los', 'partidos', 'políticos', 'y', 'ninguno', 'de', 'ellos', 'asistieron', 'ni', 'mandaron', 'a', 'alguien', 'los', 'hechos', 'hablan', 'pd', 'siempre', 'hay', 'tiempo', 'para', 'remediar', 'las', 'cosas', 'pero', 'no', 'dejes', 'que', 'todo', 'colapse', 'yolimpioelriosantiago']"
170,todo un éxito el desfile de las galaxias compartan sus fotoslos esperamos el próximo año sigdlsigueme,"['todo', 'un', 'éxito', 'el', 'desfile', 'de', 'las', 'galaxias', 'compartan', 'sus', 'fotoslos', 'esperamos', 'el', 'próximo', 'año', 'sigdlsigueme']"
173,eres un amante del arte en busca de inspiración entonces papirolas 2023 es el lugar perfecto para ti disfruta de talleres interactivos exhibiciones sorprendentes y actividades emocionantes ven y sé parte de esta experiencia artística inolvidable papirolas2023,"['eres', 'un', 'amante', 'del', 'arte', 'en', 'busca', 'de', 'inspiración', 'entonces', 'papirolas', '2023', 'es', 'el', 'lugar', 'perfecto', 'para', 'ti', 'disfruta', 'de', 'talleres', 'interactivos', 'exhibiciones', 'sorprendentes', 'y', 'actividades', 'emocionantes', 'ven', 'y', 'sé', 'parte', 'de', 'esta', 'experiencia', 'artística', 'inolvidable', 'papirolas2023']"
176,con profundo respeto y empatía hemos acompañado en su proceso de búsqueda a las familias con seres queridos desaparecidos sabemos que luchan con valentía y esperanza por lo cual en un acto de amor y solidaridad les hemos brindado las herramientas necesarias para abrir su propio negocio así como atención psicológica jurídica y de saludseguiremos extendiendo nuestras manos y corazones para crear por quienes más nos necesitan buenasacciones,"['con', 'profundo', 'respeto', 'y', 'empatía', 'hemos', 'acompañado', 'en', 'su', 'proceso', 'de', 'búsqueda', 'a', 'las', 'familias', 'con', 'seres', 'queridos', 'desaparecidos', 'sabemos', 'que', 'luchan', 'con', 'valentía', 'y', 'esperanza', 'por', 'lo', 'cual', 'en', 'un', 'acto', 'de', 'amor', 'y', 'solidaridad', 'les', 'hemos', 'brindado', 'las', 'herramientas', 'necesarias', 'para', 'abrir', 'su', 'propio', 'negocio', 'así', 'como', 'atención', 'psicológica', 'jurídica', 'y', 'de', 'saludseguiremos', 'extendiendo', 'nuestras', 'manos', 'y', 'corazones', 'para', 'crear', 'por', 'quienes', 'más', 'nos', 'necesitan', 'buenasacciones']"
179,no se pueden perder este sábado el desfile de las galaxias el recorrido inicia en avenida vallarta y enrique díaz de león y terminará en la glorieta minerva los esperamos a las 1630 horas sigdlsigueme,"['no', 'se', 'pueden', 'perder', 'este', 'sábado', 'el', 'desfile', 'de', 'las', 'galaxias', 'el', 'recorrido', 'inicia', 'en', 'avenida', 'vallarta', 'y', 'enrique', 'díaz', 'de', 'león', 'y', 'terminará', 'en', 'la', 'glorieta', 'minerva', 'los', 'esperamos', 'a', 'las', '1630', 'horas', 'sigdlsigueme']"
182,felicito a mi amigo por su segundo informe legislativo él ha demostrado visión de liderazgo para generar en beneficio del crecimiento de jalisco resultadosqueconectan,"['felicito', 'a', 'mi', 'amigo', 'por', 'su', 'segundo', 'informe', 'legislativo', 'él', 'ha', 'demostrado', 'visión', 'de', 'liderazgo', 'para', 'generar', 'en', 'beneficio', 'del', 'crecimiento', 'de', 'jalisco', 'resultadosqueconectan']"
185,siendo una de nuestras mayores prioridades en esta administración atender y proteger a la población más vulnerable hemos inaugurado la casa de emergencia un lugar seguro para mujeres víctimas de violencia este espacio fue diseñado con todo el corazón y profesionalismo para que cada una de ellas pueda sentirse completamente protegida seguiremos trabajando con por construir un futuro libre de miedo y violencia buenasacciones,"['siendo', 'una', 'de', 'nuestras', 'mayores', 'prioridades', 'en', 'esta', 'administración', 'atender', 'y', 'proteger', 'a', 'la', 'población', 'más', 'vulnerable', 'hemos', 'inaugurado', 'la', 'casa', 'de', 'emergencia', 'un', 'lugar', 'seguro', 'para', 'mujeres', 'víctimas', 'de', 'violencia', 'este', 'espacio', 'fue', 'diseñado', 'con', 'todo', 'el', 'corazón', 'y', 'profesionalismo', 'para', 'que', 'cada', 'una', 'de', 'ellas', 'pueda', 'sentirse', 'completamente', 'protegida', 'seguiremos', 'trabajando', 'con', 'por', 'construir', 'un', 'futuro', 'libre', 'de', 'miedo', 'y', 'violencia', 'buenasacciones']"
188,una semana de mucho trabajo ya hoy recibiendo tapatias y tapatios con la finalidad de resolver dudas inquietudes y propuestas para tener la ciudad que todos queremos con las puertas abiertas sociedad y gobierno viernes,"['una', 'semana', 'de', 'mucho', 'trabajo', 'ya', 'hoy', 'recibiendo', 'tapatias', 'y', 'tapatios', 'con', 'la', 'finalidad', 'de', 'resolver', 'dudas', 'inquietudes', 'y', 'propuestas', 'para', 'tener', 'la', 'ciudad', 'que', 'todos', 'queremos', 'con', 'las', 'puertas', 'abiertas', 'sociedad', 'y', 'gobierno', 'viernes']"
191,vengan a conocer el mercado de la copa recientemente restaurado y la completa transformación de su espacio público quedaron increíbles infancia,"['vengan', 'a', 'conocer', 'el', 'mercado', 'de', 'la', 'copa', 'recientemente', 'restaurado', 'y', 'la', 'completa', 'transformación', 'de', 'su', 'espacio', 'público', 'quedaron', 'increíbles', 'infancia']"
194,guadalajara llego el día para el gritante de méxico hoyen las tradicionales fiestas de octubre de guadalajara celebrando sus primeros 55 años de carrera artística gracias colaboraciones y booking eltri,"['guadalajara', 'llego', 'el', 'día', 'para', 'el', 'gritante', 'de', 'méxico', 'hoyen', 'las', 'tradicionales', 'fiestas', 'de', 'octubre', 'de', 'guadalajara', 'celebrando', 'sus', 'primeros', '55', 'años', 'de', 'carrera', 'artística', 'gracias', 'colaboraciones', 'y', 'booking', 'eltri']"
197,ya es viernes de y en este penúltimo capítulo del reality show tapatío te llevarás muchas sorpresaslos disueñadores se enfrentarán al primer reto mueblerono te lo pierdas a las 1800 horas por guadalajaradisueña,"['ya', 'es', 'viernes', 'de', 'y', 'en', 'este', 'penúltimo', 'capítulo', 'del', 'reality', 'show', 'tapatío', 'te', 'llevarás', 'muchas', 'sorpresaslos', 'disueñadores', 'se', 'enfrentarán', 'al', 'primer', 'reto', 'mueblerono', 'te', 'lo', 'pierdas', 'a', 'las', '1800', 'horas', 'por', 'guadalajaradisueña']"
203,con el programa estudiantes de la van a llegar por lugares más limpios y iluminados para su seguridadacompañamos a coordinadora de construcción de comunidad autoridades educativas de la y dependencias del en un recorrido por la prepa para atender los reportes de servicios públicos si ves algún problema en tu escuela llama a la línea 070 o envía un mensaje de al número 33 3610 1010 senderosseguros,"['con', 'el', 'programa', 'estudiantes', 'de', 'la', 'van', 'a', 'llegar', 'por', 'lugares', 'más', 'limpios', 'y', 'iluminados', 'para', 'su', 'seguridadacompañamos', 'a', 'coordinadora', 'de', 'construcción', 'de', 'comunidad', 'autoridades', 'educativas', 'de', 'la', 'y', 'dependencias', 'del', 'en', 'un', 'recorrido', 'por', 'la', 'prepa', 'para', 'atender', 'los', 'reportes', 'de', 'servicios', 'públicos', 'si', 'ves', 'algún', 'problema', 'en', 'tu', 'escuela', 'llama', 'a', 'la', 'línea', '070', 'o', 'envía', 'un', 'mensaje', 'de', 'al', 'número', '33', '3610', '1010', 'senderosseguros']"
206,la sonrisa de todas las niñas niños y adolescentes al conocer los nuevos espacios que hemos creado para ellas y ellos hacen que todo lo realizado valga la pena las por guadalajara continúan para hacer de esta ciudad la que más trabaje de cerquita con las personas que lo necesitan y así seguir bien y de buenas la creación y renovación de todos estos centros son sólo una probadita de todo lo que gracias a la suma de muchos esfuerzos se ha logrado con mucho cariño buenasacciones,"['la', 'sonrisa', 'de', 'todas', 'las', 'niñas', 'niños', 'y', 'adolescentes', 'al', 'conocer', 'los', 'nuevos', 'espacios', 'que', 'hemos', 'creado', 'para', 'ellas', 'y', 'ellos', 'hacen', 'que', 'todo', 'lo', 'realizado', 'valga', 'la', 'pena', 'las', 'por', 'guadalajara', 'continúan', 'para', 'hacer', 'de', 'esta', 'ciudad', 'la', 'que', 'más', 'trabaje', 'de', 'cerquita', 'con', 'las', 'personas', 'que', 'lo', 'necesitan', 'y', 'así', 'seguir', 'bien', 'y', 'de', 'buenas', 'la', 'creación', 'y', 'renovación', 'de', 'todos', 'estos', 'centros', 'son', 'sólo', 'una', 'probadita', 'de', 'todo', 'lo', 'que', 'gracias', 'a', 'la', 'suma', 'de', 'muchos', 'esfuerzos', 'se', 'ha', 'logrado', 'con', 'mucho', 'cariño', 'buenasacciones']"
209,si a ustedes les gusta el café como a mí tienen que venir al de guadalajara porque estará hasta el 8 de octubre la feria del café y el agave guadalajara 2023apoyemos a los productores y disfruten de los talleres catas presentaciones de libros actividades musicales y culturales se encuentran instalados en los portales del palacio municipal de 1000 a 2100 horas centrohistórico,"['si', 'a', 'ustedes', 'les', 'gusta', 'el', 'café', 'como', 'a', 'mí', 'tienen', 'que', 'venir', 'al', 'de', 'guadalajara', 'porque', 'estará', 'hasta', 'el', '8', 'de', 'octubre', 'la', 'feria', 'del', 'café', 'y', 'el', 'agave', 'guadalajara', '2023apoyemos', 'a', 'los', 'productores', 'y', 'disfruten', 'de', 'los', 'talleres', 'catas', 'presentaciones', 'de', 'libros', 'actividades', 'musicales', 'y', 'culturales', 'se', 'encuentran', 'instalados', 'en', 'los', 'portales', 'del', 'palacio', 'municipal', 'de', '1000', 'a', '2100', 'horas', 'centrohistórico']"
215,quiero compartirles que hace unos días tuvimos la tercera reunión con en las instalaciones del para darle seguimiento a la agenda en común pero sobre todo dar sustento a los resultados en materia de justicia a las y los tapatios estuvimos presentes nuestro coordinador de regidores consejeria juridica municipal la directora de justicia cívica municipal la mtra paola franco con el objetivo de trazar rutas y cuantificar estrategias para buscar mejorarlas día a día pronto estaremos informando y verán el trabajando que existe detrás de esta colaboración estén muy pendientes ánimoguadalajara,"['quiero', 'compartirles', 'que', 'hace', 'unos', 'días', 'tuvimos', 'la', 'tercera', 'reunión', 'con', 'en', 'las', 'instalaciones', 'del', 'para', 'darle', 'seguimiento', 'a', 'la', 'agenda', 'en', 'común', 'pero', 'sobre', 'todo', 'dar', 'sustento', 'a', 'los', 'resultados', 'en', 'materia', 'de', 'justicia', 'a', 'las', 'y', 'los', 'tapatios', 'estuvimos', 'presentes', 'nuestro', 'coordinador', 'de', 'regidores', 'consejeria', 'juridica', 'municipal', 'la', 'directora', 'de', 'justicia', 'cívica', 'municipal', 'la', 'mtra', 'paola', 'franco', 'con', 'el', 'objetivo', 'de', 'trazar', 'rutas', 'y', 'cuantificar', 'estrategias', 'para', 'buscar', 'mejorarlas', 'día', 'a', 'día', 'pronto', 'estaremos', 'informando', 'y', 'verán', 'el', 'trabajando', 'que', 'existe', 'detrás', 'de', 'esta', 'colaboración', 'estén', 'muy', 'pendientes', 'ánimoguadalajara']"
218,gracias al hemos podido reducir un 642 por ciento el robo de vehículos en la perla tapatía desde 2018tan solo 487 vehículos y 11 motocicletas han sido recuperados gracias al c5 además se han reducido las incidencias en robo a personas negocios cuentahabientes y casa habitación la alta tecnología e inteligencia policial son dos factores fundamentales para combatir la delincuencia en la ciudad que sumados a una estrategia coordinada y operativa entre los diferentes grupos de la ha rendido frutos para darle a las tapatías y tapatíos un mejor lugar para vivir seguimos trabajando porque en la comisaría c5guadalajara,"['gracias', 'al', 'hemos', 'podido', 'reducir', 'un', '642', 'por', 'ciento', 'el', 'robo', 'de', 'vehículos', 'en', 'la', 'perla', 'tapatía', 'desde', '2018tan', 'solo', '487', 'vehículos', 'y', '11', 'motocicletas', 'han', 'sido', 'recuperados', 'gracias', 'al', 'c5', 'además', 'se', 'han', 'reducido', 'las', 'incidencias', 'en', 'robo', 'a', 'personas', 'negocios', 'cuentahabientes', 'y', 'casa', 'habitación', 'la', 'alta', 'tecnología', 'e', 'inteligencia', 'policial', 'son', 'dos', 'factores', 'fundamentales', 'para', 'combatir', 'la', 'delincuencia', 'en', 'la', 'ciudad', 'que', 'sumados', 'a', 'una', 'estrategia', 'coordinada', 'y', 'operativa', 'entre', 'los', 'diferentes', 'grupos', 'de', 'la', 'ha', 'rendido', 'frutos', 'para', 'darle', 'a', 'las', 'tapatías', 'y', 'tapatíos', 'un', 'mejor', 'lugar', 'para', 'vivir', 'seguimos', 'trabajando', 'porque', 'en', 'la', 'comisaría', 'c5guadalajara']"
221,con la estrategia operativa y la tecnología de nuestro logramos reducir un 642 por ciento el robo de vehículos en la perla tapatía desde el 2018 la cifra más baja desde entonces c5gdl,"['con', 'la', 'estrategia', 'operativa', 'y', 'la', 'tecnología', 'de', 'nuestro', 'logramos', 'reducir', 'un', '642', 'por', 'ciento', 'el', 'robo', 'de', 'vehículos', 'en', 'la', 'perla', 'tapatía', 'desde', 'el', '2018', 'la', 'cifra', 'más', 'baja', 'desde', 'entonces', 'c5gdl']"
224,el de guadalajara cuenta con un nuevo lugar de visita obligado se trata de la escultura paz hermano lobo la cual se develó en el marco de la conmemoración de los 500 años de la llegada de los primeros franciscanos al continentela obra está inspirada en el poema los motivos del lobo del escritor rubén darío y fue una donación de alejandro gómez y su familia se ubica en el jardín del templo de san francisco en paseo fray antonio alcalde y prisciliano sánchez centrohistórico,"['el', 'de', 'guadalajara', 'cuenta', 'con', 'un', 'nuevo', 'lugar', 'de', 'visita', 'obligado', 'se', 'trata', 'de', 'la', 'escultura', 'paz', 'hermano', 'lobo', 'la', 'cual', 'se', 'develó', 'en', 'el', 'marco', 'de', 'la', 'conmemoración', 'de', 'los', '500', 'años', 'de', 'la', 'llegada', 'de', 'los', 'primeros', 'franciscanos', 'al', 'continentela', 'obra', 'está', 'inspirada', 'en', 'el', 'poema', 'los', 'motivos', 'del', 'lobo', 'del', 'escritor', 'rubén', 'darío', 'y', 'fue', 'una', 'donación', 'de', 'alejandro', 'gómez', 'y', 'su', 'familia', 'se', 'ubica', 'en', 'el', 'jardín', 'del', 'templo', 'de', 'san', 'francisco', 'en', 'paseo', 'fray', 'antonio', 'alcalde', 'y', 'prisciliano', 'sánchez', 'centrohistórico']"
227,las emociones estuvieron a flor de piel en la presentación del cuarto informe de actividades de nuestra presidenta maye lemus con mucha dedicación y cariño seguiremos trabajando con por las y los tapatíos tal como lo hemos hecho desde el principio de la administración gracias a todas y todos los que asistieron y formaron parte de este evento buenasacciones,"['las', 'emociones', 'estuvieron', 'a', 'flor', 'de', 'piel', 'en', 'la', 'presentación', 'del', 'cuarto', 'informe', 'de', 'actividades', 'de', 'nuestra', 'presidenta', 'maye', 'lemus', 'con', 'mucha', 'dedicación', 'y', 'cariño', 'seguiremos', 'trabajando', 'con', 'por', 'las', 'y', 'los', 'tapatíos', 'tal', 'como', 'lo', 'hemos', 'hecho', 'desde', 'el', 'principio', 'de', 'la', 'administración', 'gracias', 'a', 'todas', 'y', 'todos', 'los', 'que', 'asistieron', 'y', 'formaron', 'parte', 'de', 'este', 'evento', 'buenasacciones']"
233,las se vieron plasmada el día de hoy en el informe de actividades de en el marco de este evento no quiero dejar de mencionar que reconocemos también los aprendizajes adquiridos durante 8 años consecutivos en los que hemos generado programas y servicios de asistencia social en nuestra querida ciudad tanto en zapopan como ahora en guadalajarahoy compartimos los logros que hemos tenido como equipo de trabajo destacando nuestro centro de autismo villas miravalle cadipisic cetam y la atención integral a nuestros beneficiarios todo esto no podría ser posible sin la suma de esfuerzos de tantas personas e instituciones que han compartido con nosotros el mismo sueño a todas ellas infinitas graciasa mi esposo pablo y el gobierno que encabeza he visto cómo cada día amas lo que haces y haces lo que amas anteponiendo siempre el bienestar de todas las personas mil gracias por tu compromiso y todo el apoyo que nos has brindado tu ayuda ha sido y sigue siendo indispensable para cumplir nuestros proyectosgracias por estos años de compartir vida y misión siempre juntos adonde la vida y el servicio a los demás nos lleven sabes que siempre contarás conmigo agradezco a ti y nuestros hijos y a nuestra familia por todo su apoyo amor y sacrificiogracias joa por toda tu ayuda así como a todos los que se han ido sumando a este gran proyecto y suma de esfuerzosagradezco infinitamente a mi equipo de trabajo por cuidar y hacer posible cada paso de nuestra gran familia dif guadalajara son ya 8 años de caminar trabajar y soñar juntos sin ustedes nada de esto sería posible porque todo es un logro en equipogracias a todos los que son parte de las buenasacciones,"['las', 'se', 'vieron', 'plasmada', 'el', 'día', 'de', 'hoy', 'en', 'el', 'informe', 'de', 'actividades', 'de', 'en', 'el', 'marco', 'de', 'este', 'evento', 'no', 'quiero', 'dejar', 'de', 'mencionar', 'que', 'reconocemos', 'también', 'los', 'aprendizajes', 'adquiridos', 'durante', '8', 'años', 'consecutivos', 'en', 'los', 'que', 'hemos', 'generado', 'programas', 'y', 'servicios', 'de', 'asistencia', 'social', 'en', 'nuestra', 'querida', 'ciudad', 'tanto', 'en', 'zapopan', 'como', 'ahora', 'en', 'guadalajarahoy', 'compartimos', 'los', 'logros', 'que', 'hemos', 'tenido', 'como', 'equipo', 'de', 'trabajo', 'destacando', 'nuestro', 'centro', 'de', 'autismo', 'villas', 'miravalle', 'cadipisic', 'cetam', 'y', 'la', 'atención', 'integral', 'a', 'nuestros', 'beneficiarios', 'todo', 'esto', 'no', 'podría', 'ser', 'posible', 'sin', 'la', 'suma', 'de', 'esfuerzos', 'de', 'tantas', 'personas', 'e', 'instituciones', 'que', 'han', 'compartido', 'con', 'nosotros', 'el', 'mismo', 'sueño', 'a', 'todas', 'ellas', 'infinitas', 'graciasa', 'mi', 'esposo', 'pablo', 'y', 'el', 'gobierno', 'que', 'encabeza', 'he', 'visto', 'cómo', 'cada', 'día', 'amas', 'lo', 'que', 'haces', 'y', 'haces', 'lo', 'que', 'amas', 'anteponiendo', 'siempre', 'el', 'bienestar', 'de', 'todas', 'las', 'personas', 'mil', 'gracias', 'por', 'tu', 'compromiso', 'y', 'todo', 'el', 'apoyo', 'que', 'nos', 'has', 'brindado', 'tu', 'ayuda', 'ha', 'sido', 'y', 'sigue', 'siendo', 'indispensable', 'para', 'cumplir', 'nuestros', 'proyectosgracias', 'por', 'estos', 'años', 'de', 'compartir', 'vida', 'y', 'misión', 'siempre', 'juntos', 'adonde', 'la', 'vida', 'y', 'el', 'servicio', 'a', 'los', 'demás', 'nos', 'lleven', 'sabes', 'que', 'siempre', 'contarás', 'conmigo', 'agradezco', 'a', 'ti', 'y', 'nuestros', 'hijos', 'y', 'a', 'nuestra', 'familia', 'por', 'todo', 'su', 'apoyo', 'amor', 'y', 'sacrificiogracias', 'joa', 'por', 'toda', 'tu', 'ayuda', 'así', 'como', 'a', 'todos', 'los', 'que', 'se', 'han', 'ido', 'sumando', 'a', 'este', 'gran', 'proyecto', 'y', 'suma', 'de', 'esfuerzosagradezco', 'infinitamente', 'a', 'mi', 'equipo', 'de', 'trabajo', 'por', 'cuidar', 'y', 'hacer', 'posible', 'cada', 'paso', 'de', 'nuestra', 'gran', 'familia', 'dif', 'guadalajara', 'son', 'ya', '8', 'años', 'de', 'caminar', 'trabajar', 'y', 'soñar', 'juntos', 'sin', 'ustedes', 'nada', 'de', 'esto', 'sería', 'posible', 'porque', 'todo', 'es', 'un', 'logro', 'en', 'equipogracias', 'a', 'todos', 'los', 'que', 'son', 'parte', 'de', 'las', 'buenasacciones']"
239,felicidades estimada y a todo tu equipo por el de actividades del y por las realizadas enhorabuena cuartoinforme,"['felicidades', 'estimada', 'y', 'a', 'todo', 'tu', 'equipo', 'por', 'el', 'de', 'actividades', 'del', 'y', 'por', 'las', 'realizadas', 'enhorabuena', 'cuartoinforme']"
242,las surgen del corazón y con él trabajamos en arduamente para cambiar las vidas de las y los tapatíos te invito a conocer un poco sobre los espacios del que hemos impulsado rehabilitado y dignificado con todo nuestro cariño y amor para hacer de nuestra un mejor lugar para todas y todosquieres conocer más visita httpsdifguadalajaragobmx buenasacciones,"['las', 'surgen', 'del', 'corazón', 'y', 'con', 'él', 'trabajamos', 'en', 'arduamente', 'para', 'cambiar', 'las', 'vidas', 'de', 'las', 'y', 'los', 'tapatíos', 'te', 'invito', 'a', 'conocer', 'un', 'poco', 'sobre', 'los', 'espacios', 'del', 'que', 'hemos', 'impulsado', 'rehabilitado', 'y', 'dignificado', 'con', 'todo', 'nuestro', 'cariño', 'y', 'amor', 'para', 'hacer', 'de', 'nuestra', 'un', 'mejor', 'lugar', 'para', 'todas', 'y', 'todosquieres', 'conocer', 'más', 'visita', 'httpsdifguadalajaragobmx', 'buenasacciones']"
248,felicitamos a nuestra presidenta por haber rendido el día de hoy su cuarto informe de actividades al frente del sistema dif guadalajara una de las acciones emprendidas y gestiones más destacables durante su informe fueron las que se realizaron en beneficio de las niñas niños adolescentes adultos mayores y población vulnerable de nuestra bella ciudad en este importe evento nuestra presidenta estuvo acompañada por parte del presidente municipal pablo lemus navarro de la directora diana vargas salomón de la coordinadora del voluntariado de jalisco joanna santillán álvarez así como de familiares amigos y usuarios de diferentes centros y programasen un honor formar parte del trabajo realizado durante la actual administración donde resalta el compromiso amor y hacia nuestra población tapatía te invitamos a ver la galería de fotos completa en el siguiente enlace httpswwwfacebookcomphotofbid630758829247182setpcb630759485913783 buenasacciones,"['felicitamos', 'a', 'nuestra', 'presidenta', 'por', 'haber', 'rendido', 'el', 'día', 'de', 'hoy', 'su', 'cuarto', 'informe', 'de', 'actividades', 'al', 'frente', 'del', 'sistema', 'dif', 'guadalajara', 'una', 'de', 'las', 'acciones', 'emprendidas', 'y', 'gestiones', 'más', 'destacables', 'durante', 'su', 'informe', 'fueron', 'las', 'que', 'se', 'realizaron', 'en', 'beneficio', 'de', 'las', 'niñas', 'niños', 'adolescentes', 'adultos', 'mayores', 'y', 'población', 'vulnerable', 'de', 'nuestra', 'bella', 'ciudad', 'en', 'este', 'importe', 'evento', 'nuestra', 'presidenta', 'estuvo', 'acompañada', 'por', 'parte', 'del', 'presidente', 'municipal', 'pablo', 'lemus', 'navarro', 'de', 'la', 'directora', 'diana', 'vargas', 'salomón', 'de', 'la', 'coordinadora', 'del', 'voluntariado', 'de', 'jalisco', 'joanna', 'santillán', 'álvarez', 'así', 'como', 'de', 'familiares', 'amigos', 'y', 'usuarios', 'de', 'diferentes', 'centros', 'y', 'programasen', 'un', 'honor', 'formar', 'parte', 'del', 'trabajo', 'realizado', 'durante', 'la', 'actual', 'administración', 'donde', 'resalta', 'el', 'compromiso', 'amor', 'y', 'hacia', 'nuestra', 'población', 'tapatía', 'te', 'invitamos', 'a', 'ver', 'la', 'galería', 'de', 'fotos', 'completa', 'en', 'el', 'siguiente', 'enlace', 'httpswwwfacebookcomphotofbid630758829247182setpcb630759485913783', 'buenasacciones']"
251,estuve presente en el cuarto informe de actividades y de encabezado por su presidenta expreso todo mi reconocimiento a todas y todos quienes integran por su comprometida labor en pro del de niñas niños adolescentes mujeres adultos mayores y personas vulnerables buenasacciones,"['estuve', 'presente', 'en', 'el', 'cuarto', 'informe', 'de', 'actividades', 'y', 'de', 'encabezado', 'por', 'su', 'presidenta', 'expreso', 'todo', 'mi', 'reconocimiento', 'a', 'todas', 'y', 'todos', 'quienes', 'integran', 'por', 'su', 'comprometida', 'labor', 'en', 'pro', 'del', 'de', 'niñas', 'niños', 'adolescentes', 'mujeres', 'adultos', 'mayores', 'y', 'personas', 'vulnerables', 'buenasacciones']"
254,este domingo vamos a la vía en el marco del queremos invitarte al rally en bicicleta por la vía recreactiva o participa en nuestros juegos y aprende acerca del medio ambiente mientras te diviertes en familia si quieres inscribirte al rally mándanos un mensajito y te enviaremos el link de registro diamundialdelhabitat,"['este', 'domingo', 'vamos', 'a', 'la', 'vía', 'en', 'el', 'marco', 'del', 'queremos', 'invitarte', 'al', 'rally', 'en', 'bicicleta', 'por', 'la', 'vía', 'recreactiva', 'o', 'participa', 'en', 'nuestros', 'juegos', 'y', 'aprende', 'acerca', 'del', 'medio', 'ambiente', 'mientras', 'te', 'diviertes', 'en', 'familia', 'si', 'quieres', 'inscribirte', 'al', 'rally', 'mándanos', 'un', 'mensajito', 'y', 'te', 'enviaremos', 'el', 'link', 'de', 'registro', 'diamundialdelhabitat']"
257,en los buenos gobiernos como en nuevo león con y en guadalajara con no solo hay alegría sino también buenos resultados elfuturoesnaranja,"['en', 'los', 'buenos', 'gobiernos', 'como', 'en', 'nuevo', 'león', 'con', 'y', 'en', 'guadalajara', 'con', 'no', 'solo', 'hay', 'alegría', 'sino', 'también', 'buenos', 'resultados', 'elfuturoesnaranja']"
260,hoy desde tlaquepaque con el hipopótamo turista preparando todo para exposición de mañana me encanta venir a en mi recorrido por galerías restaurantes y con artesanos creando tlaquepaque,"['hoy', 'desde', 'tlaquepaque', 'con', 'el', 'hipopótamo', 'turista', 'preparando', 'todo', 'para', 'exposición', 'de', 'mañana', 'me', 'encanta', 'venir', 'a', 'en', 'mi', 'recorrido', 'por', 'galerías', 'restaurantes', 'y', 'con', 'artesanos', 'creando', 'tlaquepaque']"
