"tiktok-1as5cen-DivWrapper href","tiktok-41hm0z src","video-count","tiktok-1wrhn5c-AMetaCaptionLine href","tiktok-j2a19r-SpanText","ejg0rhn6 href","tiktok-1p6dp51-StrongText","ejg0rhn6 href 2","tiktok-1p6dp51-StrongText 2","ejg0rhn6 href 3","tiktok-1p6dp51-StrongText 3","ejg0rhn6 href 4","tiktok-1p6dp51-StrongText 4","ejg0rhn6 href 5","tiktok-1p6dp51-StrongText 5","ejg0rhn6 href 6","tiktok-1p6dp51-StrongText 6","ejg0rhn6 href 7","tiktok-1p6dp51-StrongText 7","ejg0rhn6 href 8","tiktok-1p6dp51-StrongText 8","ejg0rhn6 href 9","tiktok-1p6dp51-StrongText 9","tiktok-j2a19r-SpanText 2","tiktok-41hm0z src 2"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0089c75100aa430b8e2f2e11fb42c401_1696911287?x-expires=1697673600&x-signature=%2BykBgzqsi66n%2BFEgG%2F%2FJGMrLNmw%3D","1425","https://www.tiktok.com/@pablolemusn/video/7288177985432161542","Led Zeppelin 🫶🏻👌🏻","https://www.tiktok.com/tag/ledzeppelin?lang=es","#ledzeppelin","https://www.tiktok.com/tag/rock?lang=es","#rock","https://www.tiktok.com/tag/fan?lang=es","#fan","https://www.tiktok.com/tag/lomejor?lang=es","#lomejor","https://www.tiktok.com/tag/thebest?lang=es","#thebest","https://www.tiktok.com/tag/music?lang=es","#music","","","","","","","",""
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/3622bbdfc36d470ea46d0e7d375e2cbd_1696879100?x-expires=1697673600&x-signature=xFhFYeFSHdXOilg8PPhrkGbMyms%3D","1568","https://www.tiktok.com/@pablolemusn/video/7288040222120545542","¿Ya te diste una vuelta por el Centro Histórico de Guadalajara?❤️","https://www.tiktok.com/tag/lugarfeliz?lang=es","#lugarfeliz","https://www.tiktok.com/tag/guadalajara?lang=es","#guadalajara","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/lomejordetiktok?lang=es","#lomejordetiktok","https://www.tiktok.com/tag/turismo?lang=es","#turismo","https://www.tiktok.com/tag/visita?lang=es","#visita","https://www.tiktok.com/tag/parati?lang=es","#parati","","","","","",""
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oU6CHyK4tAAHAwzCCITj5wIoofIjYk21BkhEgB?x-expires=1697673600&x-signature=iomYWwonCtuc2W%2Bp%2Bf3xDbRqxYc%3D","8103","https://www.tiktok.com/@pablolemusn/video/7287699981165726981","","https://www.tiktok.com/tag/domingo?lang=es","#domingo","https://www.tiktok.com/tag/guadalajara?lang=es","#guadalajara","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/escultura?lang=es","#escultura","https://www.tiktok.com/tag/arte?lang=es","#arte","https://www.tiktok.com/tag/cultura?lang=es","#cultura","https://www.tiktok.com/tag/lomejordetiktok?lang=es","#lomejordetiktok","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","","","",""
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oMJIJQSfQAQaBiIRRebtalnBQ4IzgDEHJY99AD?x-expires=1697673600&x-signature=eFxt%2FRCtnjvtBWK40KhIQh99nwk%3D","2804","https://www.tiktok.com/@pablolemusn/video/7287286297851432197","Disfrutemos hoy del","https://www.tiktok.com/tag/clasicotapatio?lang=es","#ClasicoTapatio","https://www.tiktok.com/@revista.jalisco?lang=es","@Revistajalisco Jmt","https://www.tiktok.com/tag/chivas?lang=es","#chivas","https://www.tiktok.com/tag/futbol?lang=es","#futbol","https://www.tiktok.com/tag/chivasdelguadalajara?lang=es","#chivasdelguadalajara","https://www.tiktok.com/tag/atlas?lang=es","#atlas","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","","","","",".🫶🏻🙌🏻",""
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/c66bccac2215471c8b1eace1a3e14281_1696604923?x-expires=1697673600&x-signature=N6sIXQMqpfBW9DmewbRSTLcs7cg%3D","5426","https://www.tiktok.com/@pablolemusn/video/7286862641413262597","Ya empezó la spooky season 🎃🍁👻","https://www.tiktok.com/tag/octubre?lang=es","#octubre","https://www.tiktok.com/tag/halloween?lang=es","#halloween","https://www.tiktok.com/tag/spookyseason?lang=es","#spookyseason","https://www.tiktok.com/tag/thebest?lang=es","#thebest","https://www.tiktok.com/tag/lomejor?lang=es","#lomejor","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/foryou?lang=es","#foryou","","","","","",""
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/7e4c7dc9264346d5aeca967db38e2963_1696534037?x-expires=1697673600&x-signature=fGK720rUM4kLR2vi7BIZpTUgVt4%3D","3317","https://www.tiktok.com/@pablolemusn/video/7286558173069167878","Muchas gracias por todo el cariño❤️","https://www.tiktok.com/tag/abrazos?lang=es","#abrazos","https://www.tiktok.com/tag/cari%C3%B1o?lang=es","#cariño","https://www.tiktok.com/tag/agradecido?lang=es","#agradecido","https://www.tiktok.com/tag/amor?lang=es","#amor","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","","","","","","","",""
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/a2f5876a48c8412b8c26800ad0f4e892_1696517278?x-expires=1697673600&x-signature=lboNvY4w2t9Rg1SfVSYQm8Hxy38%3D","2624","https://www.tiktok.com/@pablolemusn/video/7286486149726522630","","https://www.tiktok.com/tag/policia?lang=es","#policia","https://www.tiktok.com/tag/seguridad?lang=es","#seguridad","https://www.tiktok.com/tag/guadalajara?lang=es","#guadalajara","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/fyp?lang=es","#fyp","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/a2f5876a48c8412b8c26800ad0f4e892_1696517278~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=zryGk%2BcoRQDPQe6bWeN6NP1EjuA%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oMC0Wgw2jKHeASCnCOP8fV4FfYIPgA0QiXV6gI?x-expires=1697673600&x-signature=p3jCledDbBRP%2F%2FuNZ202nblTeI4%3D","2274","https://www.tiktok.com/@pablolemusn/video/7286308250025282822","Sabemos que queda mucho camino por recorrer en materia de seguridad, pero los datos nos indican que, poco a poco, la estrategia implementada está rindiendo frutos.","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/seguridad?lang=es","#seguridad","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/guadalajara?lang=es","#guadalajara","","","","","","","Estos datos nos llenan de impulso para lo que viene y todos nuestros esfuerzos seguirán enfocados en la tarea de recuperar la tranquilidad de nuestra ciudad. ¡Ánimo Guadalajara, a seguir trabajando!","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oMC0Wgw2jKHeASCnCOP8fV4FfYIPgA0QiXV6gI~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=FO2yIH0JpGVVzGOSMHEvBCQDu78%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/47b9315b4d0c4b529cc06c3fd3bd775c_1696449739?x-expires=1697673600&x-signature=h4YYFnQyS8m9dePZ%2FJkvSv6yOs0%3D","3895","https://www.tiktok.com/@pablolemusn/video/7286196126951279878","Bien y de buenas. ¡Excelente miércoles! 🙌🏻🫶🏻","https://www.tiktok.com/tag/miercoles?lang=es","#miercoles","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/bonitarde?lang=es","#bonitarde","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/47b9315b4d0c4b529cc06c3fd3bd775c_1696449739~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=MdpKM7h7Ti5E0uzRzCumwx1umLc%3D"
"https://www.tiktok.com/","","2893","https://www.tiktok.com/@pablolemusn/video/7285938513344859397","","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/dif?lang=es","#DIF","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","","","","","","","","","",""
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0aa8dd687cf44fd88083194cdb2afa73_1696368468?x-expires=1697673600&x-signature=wv0OPdT91ALPPiG9oRaiWRHe2WI%3D","3155","https://www.tiktok.com/@pablolemusn/video/7285847056890072325","😁🫶🏻","https://www.tiktok.com/tag/guadalajara?lang=es","#guadalajara","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/parati?lang=es","#parati","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/%C3%A1nimo?lang=es","#ánimo","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/0aa8dd687cf44fd88083194cdb2afa73_1696368468~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=Hko9ULl1TJt%2FpvkVFJH7h5bEb7I%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/282bbf8d17594522aa2ca4dc89aeb98d_1696309323?x-expires=1697673600&x-signature=c7JEQkruUf3tmzQG25tXiOAlToY%3D","4577","https://www.tiktok.com/@pablolemusn/video/7285593035490987269","Los invito a la Feria del Café y el Agave, se llevará a cabo del 2 al 8 de octubre de 10:00 am a 9:00 pm en los portales del Palacio Municipal de Guadalajara. ❤️","https://www.tiktok.com/tag/guadalajara?lang=es","#guadalajara","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/cafe?lang=es","#cafe","https://www.tiktok.com/tag/agave?lang=es","#agave","https://www.tiktok.com/tag/visit?lang=es","#visit","https://www.tiktok.com/tag/feria?lang=es","#feria","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/parati?lang=es","#parati","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/282bbf8d17594522aa2ca4dc89aeb98d_1696309323~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=oKVA7ttKledUuJR%2FfMxY5iOOuqE%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/6e0bb37255364205bf255ad68a109e74_1696272375?x-expires=1697673600&x-signature=JlO91tSBdHrsOwRDEXeDaePrRiw%3D","13K","https://www.tiktok.com/@pablolemusn/video/7285434347723721989","Centro Histórico de Guadalajara 🫶🏻","https://www.tiktok.com/tag/guadalajara?lang=es","#guadalajara","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/hermoso?lang=es","#hermoso","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/parati?lang=es","#parati","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/6e0bb37255364205bf255ad68a109e74_1696272375~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=ppP2%2FsTkBP09eab5a%2B%2FYMDrc%2F%2BA%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/8a4b060f6305438996c6dabdcf6bbab3_1696218604?x-expires=1697673600&x-signature=%2F8v5rH0YaKfp2nzyZpxVyYIhPMc%3D","5028","https://www.tiktok.com/@pablolemusn/video/7285203407076429061","Qué chida 🫶 es la energía de las y los jóvenes.","https://www.tiktok.com/tag/%C3%A1nimo?lang=es","#ánimo","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/agradecido?lang=es","#agradecido","https://www.tiktok.com/tag/lomejor?lang=es","#lomejor","https://www.tiktok.com/tag/fyp%E3%82%B7?lang=es","#fypシ","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/8a4b060f6305438996c6dabdcf6bbab3_1696218604~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=GrZ9yHxByirvuoivcT6TA7O3xE0%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/9f05f92ff9b148a3b531643ef1663d79_1696141101?x-expires=1697673600&x-signature=FCcfNfL%2F9gGGn0ow4RCepTgoYzI%3D","6656","https://www.tiktok.com/@pablolemusn/video/7284870537405304069","Gracias por todo el cariño 🫶🏼.","https://www.tiktok.com/tag/cari%C3%B1o?lang=es","#cariño","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/agradecido?lang=es","#agradecido","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/parati?lang=es","#parati","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/9f05f92ff9b148a3b531643ef1663d79_1696141101~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=wzSI6v0S20fDNaZzOLFf5ksVO64%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/7dc03bfca9474727b8c5a85e8a259273_1696040100~tplv-dmt-logom:tos-useast2a-v-0068/oUCAyREoE0Afhh8hAJIHEiNWAJzvgBAI8AKyRX.image?x-expires=1697673600&x-signature=0F84hOrgw1XESD%2BuVExsZSoB1b0%3D","2645","https://www.tiktok.com/@pablolemusn/video/7284436741639965957","Transformación Mercado Reforma. 🫶🏻🙌🏻","https://www.tiktok.com/tag/transformacion?lang=es","#transformacion","https://www.tiktok.com/tag/mercadoreforma?lang=es","#mercadoreforma","https://www.tiktok.com/tag/trabajandoduro?lang=es","#trabajandoduro","https://www.tiktok.com/tag/vamosbien?lang=es","#vamosbien","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/findesemana?lang=es","#findesemana","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/viral?lang=es","#viral","","","",""
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/c20687fb02d449019f35f715b6c495e2_1696002243?x-expires=1697673600&x-signature=8whkM9pwAZcyKMs2Zs4iFWiNPik%3D","5731","https://www.tiktok.com/@pablolemusn/video/7284274150623956230","Fue un gusto celebrar el 65 aniversario 🥳 de la Escuela Primaria Manuel M. Diéguez, una de las escuelas más antiguas de la ciudad.  ¡Ánimo, muchas felicidades!","https://www.tiktok.com/tag/emocionante?lang=es","#emocionante","https://www.tiktok.com/tag/aniversario?lang=es","#aniversario","https://www.tiktok.com/tag/buenosdias?lang=es","#buenosdias","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/pablolemus?lang=es","#pablolemus","https://www.tiktok.com/tag/parati?lang=es","#parati","","","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/c20687fb02d449019f35f715b6c495e2_1696002243~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=Ds1Zfgs7PrMPXg3guPs5mErdB2I%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oAgIIvegDeAPpLBgQjHnSfnrExRkZPKs5CybCp?x-expires=1697673600&x-signature=QNVeUQ4zI1uFa%2FYDQFXt94I777Q%3D","3174","https://www.tiktok.com/@pablolemusn/video/7284048254201777413","Entregamos un merecido reconocimiento a 338 servidores públicos jubilados y pensionados durante el 2023 del","https://www.tiktok.com/@guadalajaragob?lang=es","@Gobierno de Guadalajara","https://www.tiktok.com/tag/reconocimientos?lang=es","#reconocimientos","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/jubilados?lang=es","#jubilados","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/parati?lang=es","#parati","","","","","","",".","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/oAgIIvegDeAPpLBgQjHnSfnrExRkZPKs5CybCp~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=SIgzyxm0CLVrhUWzmdPvjjXYPs0%3D"
"https://www.tiktok.com/","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/b92da35f6ee54fb18b8ee3099c1c5701_1695876918?x-expires=1697673600&x-signature=2Cy9CLSulb4d8pF6ebUH%2FrVja%2F0%3D","3751","https://www.tiktok.com/@pablolemusn/video/7283735873563200774","😍😍","https://www.tiktok.com/tag/catedral?lang=es","#catedral","https://www.tiktok.com/tag/guadalajara?lang=es","#guadalajara","https://www.tiktok.com/tag/jalisco?lang=es","#jalisco","https://www.tiktok.com/tag/hermoso?lang=es","#hermoso","https://www.tiktok.com/tag/visit?lang=es","#visit","https://www.tiktok.com/tag/fyp?lang=es","#fyp","https://www.tiktok.com/tag/viral?lang=es","#viral","","","","","","https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/b92da35f6ee54fb18b8ee3099c1c5701_1695876918~tplv-photomode-zoomcover:480:480.avif?x-expires=1697673600&x-signature=bSv4%2FqLdmQhObP5YWedFMCzEABE%3D"
