"css-4rbku5 href","css-9pa8cd src","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 2","css-4rbku5 href 5","css-901oao 5","css-4rbku5 3","css-4rbku5 href 6","css-901oao 6","css-4rbku5 href 7","css-9pa8cd src 2","css-901oao 8","css-4rbku5 href 12","css-901oao 9","css-901oao 10","css-4rbku5 href 13","css-901oao 11","r-4qtqp9 src","css-901oao 12","css-901oao 13","css-4rbku5 href 17","css-901oao 14","css-901oao 15","css-901oao 19"
"https://twitter.com/Ralejandrogdl","https://pbs.twimg.com/profile_images/1520859483559407616/EDEORgEQ_normal.jpg","Ralejandro","@Ralejandrogdl","·","https://twitter.com/Ralejandrogdl/status/1712265325696409739","11 oct.","¿Quién presume la entrega de ropa de trabajo? Como si se fueran de fiesta con sus uniformes.","","","","","","","","","5","https://twitter.com/Ralejandrogdl/status/1712265325696409739/analytics","13","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/juimanjarrez","https://pbs.twimg.com/profile_images/378800000614394582/2a76461b82c6a5a7b7c3ee3791013b68_normal.jpeg","juan i. manjarrez","@juimanjarrez","·","https://twitter.com/juimanjarrez/status/1712264627122278637","11 oct.","Un avance significativo para mantener y mejorar el orden en uno de los más grandes mercados de México.","","","","","","","","","1","https://twitter.com/juimanjarrez/status/1712264627122278637/analytics","18","En respuesta a","https://twitter.com/RafaBarriosD","@RafaBarriosD","","","","https://twitter.com/PabloLemusN","@PabloLemusN","","y"
"https://twitter.com/CigarrosRaleigh","https://pbs.twimg.com/profile_images/1551677296339304449/vYALaaj8_normal.jpg","Cigarros Raleigh con Filtro","@CigarrosRaleigh","·","https://twitter.com/CigarrosRaleigh/status/1712259690447462705","11 oct.","¿Salió de la ratonera?","","","","","","","","","3","https://twitter.com/CigarrosRaleigh/status/1712259690447462705/analytics","22","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","https://twitter.com/DelToroIsmael_","@DelToroIsmael_","","y"
"https://twitter.com/franciscoreyes","https://pbs.twimg.com/profile_images/1708920980381282305/V7G2nVUH_normal.jpg","Francisco","@franciscoreyes","·","https://twitter.com/franciscoreyes/status/1712257898804289708","11 oct.","Noooo bueeeno ¡¡¡  No  pues ya con eso situaste los servicios médicos al nivel top.","","","","","","","","","","https://twitter.com/franciscoreyes/status/1712257898804289708/analytics","4","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","","","",""
"https://twitter.com/ady_espinoza","https://pbs.twimg.com/profile_images/1573714156271828993/DjYQFdMg_normal.jpg","Adriana","@ady_espinoza","·","https://twitter.com/ady_espinoza/status/1712254367473004943","11 oct.","La tal","","",", liderea este cartel","@MonicaMgn","https://twitter.com/MonicaMgn","","https://twitter.com/ady_espinoza/status/1712254367473004943/photo/1","https://pbs.twimg.com/media/F8MmRgCWwAECXGo?format=jpg&name=small","","https://twitter.com/ady_espinoza/status/1712254367473004943/analytics","11","En respuesta a","https://twitter.com/Rouux1","@Rouux1","","","@JuanJoseFrangie","https://twitter.com/PabloLemusN","@PabloLemusN","","y"
"https://twitter.com/ger_trends","https://pbs.twimg.com/profile_images/1630545601573036032/infjutaM_normal.jpg","Insights into Germany | deutschland.de","@ger_trends","It's","https://twitter.com/ger_trends/status/1709418064477847659/analytics","","3","#WorldAnimalDay","","24","#rhinos","https://twitter.com/hashtag/WorldAnimalDay?src=hashtag_click","","https://twitter.com/hashtag/rhinos?src=hashtag_click","https://pbs.twimg.com/card_img/1711774021778616320/gxC6jHGQ?format=jpg&name=small","Promocionado","","","! Worldwide, animals are more threatened with extinction than ever before.","","deutschland.de","https://abs-0.twimg.com/emoji/v2/svg/1f30f.svg","Read about the two last living northern white","and how the","","project is trying to prevent its extinction.

What is your favorite animal?","",""
"https://twitter.com/eladia_sandoval","https://pbs.twimg.com/profile_images/1311470896708755458/G0n0NEgb_normal.jpg","Eladia Sandoval","@eladia_sandoval","·","https://twitter.com/eladia_sandoval/status/1712252664958898306","11 oct.","Una gran herramienta para mejorar el entorno y bienestar de los clientes.","","","","","","","","","1","https://twitter.com/eladia_sandoval/status/1712252664958898306/analytics","18","En respuesta a","https://twitter.com/RafaBarriosD","@RafaBarriosD","","","","https://twitter.com/PabloLemusN","@PabloLemusN","","y"
"https://twitter.com/GrillaAcida","https://pbs.twimg.com/profile_images/1624303376652443650/2laiW-jz_normal.jpg","Grilla Ácida","@GrillaAcida","·","https://twitter.com/GrillaAcida/status/1712252249756270858","11 oct.","Platicanos !!!","","","","","","","","","1","https://twitter.com/GrillaAcida/status/1712252249756270858/analytics","21","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","https://twitter.com/DelToroIsmael_","@DelToroIsmael_","","y"
"https://twitter.com/luiscisnerosq","https://pbs.twimg.com/profile_images/1714013888868487168/2m768Kov_normal.jpg","Luis Cisneros","@luiscisnerosq","·","https://twitter.com/luiscisnerosq/status/1712245559635919094","11 oct.","es un programa que recorre","@PabloLemusN","https://twitter.com/PabloLemusN","del","@GuadalajaraGob","https://twitter.com/GuadalajaraGob","a cargo del presidente","","https://pbs.twimg.com/ext_tw_video_thumb/1712245416463396864/pu/img/4t1jV3JAzcBaLOWK.jpg","2","https://twitter.com/luiscisnerosq/status/1712245559635919094/analytics","85","","","","","5","","","","",""
"https://twitter.com/CandeOchoaA","https://pbs.twimg.com/profile_images/1676090194708111360/38S8b7h7_normal.jpg","Candelaria Ochoa","@CandeOchoaA","·","https://twitter.com/CandeOchoaA/status/1712236161337344453","11 oct.","Estas condiciones si ponen en riesgo a las personas con discapacidad en el","@PabloLemusN","https://twitter.com/PabloLemusN",", falta de mantenimiento que ni el","@DIFGUADALAJARA","https://twitter.com/DIFGUADALAJARA","ni el","https://twitter.com/CandeOchoaA/status/1712236161337344453/photo/1","https://pbs.twimg.com/media/F8MVYpjW8AAj1V7?format=jpg&name=360x360","1","https://twitter.com/CandeOchoaA/status/1712236161337344453/analytics","116","","","","","","","","","",""
"https://twitter.com/theCUBE","https://pbs.twimg.com/profile_images/1501318862456852489/9XoRwPm5_normal.jpg","theCUBE","@theCUBE","New drop","https://twitter.com/theCUBE/status/1712972054515814718/analytics","buff.ly/3tBcGVK","9","#theCUBEpod","https://t.co/labMTnknbm?twclid=2-276k2dnrpthojxlts9oentb8w","109","#SASChampionship","https://twitter.com/hashtag/theCUBEpod?src=hashtag_click","Subscribe for weekly tech analysis:","https://twitter.com/hashtag/SASChampionship?src=hashtag_click","https://pbs.twimg.com/amplify_video_thumb/1712967561044705280/img/wVcn-vec7HC9uPkQ.jpg","Promocionado","","https://","episode 33

Support for Israeli startups","","","https://abs-0.twimg.com/emoji/v2/svg/1f525.svg","at","Developer","","Rant on tech’s top woes","?twclid=2-276k2dnrpthojxlts9oentb8w",""
"https://twitter.com/LadronVecinos","https://pbs.twimg.com/profile_images/1638672354065756166/dLuc3FGu_normal.jpg","Vecinos Ladron De Guevara *OFICIAL*","@LadronVecinos","·","https://twitter.com/LadronVecinos/status/1712230992943972854","11 oct.","Excelente , ojalá volviera","","","","","","","","","2","https://twitter.com/LadronVecinos/status/1712230992943972854/analytics","37","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","https://twitter.com/DelToroIsmael_","@DelToroIsmael_","","y"
"https://twitter.com/TransporteJal","https://pbs.twimg.com/profile_images/1595903560113274881/DvKdp6qv_normal.jpg","Secretaría de Transporte Jalisco","@TransporteJal","·","https://twitter.com/TransporteJal/status/1712224479626105156","11 oct.","Buenas tardes, se deriva al área de Supervisión.","","","","","","","","","","https://twitter.com/TransporteJal/status/1712224479626105156/analytics","50","Respondiendo a","https://twitter.com/spinlg","@spinlg","","","","https://twitter.com/LGuevaraCol","@LGuevaraCol","y 5 más",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1712222961959313862","11 oct.","Seguiremos trabajando unidos por y","","","y","","",". ¡Ánimo!","","","2","https://twitter.com/PabloLemusN/status/1712222961959313862/analytics","117","En respuesta a","https://twitter.com/ArqEnriqueAG","@ArqEnriqueAG","https://abs-0.twimg.com/emoji/v2/svg/1f609.svg","11","","https://twitter.com/DelToroIsmael_","@DelToroIsmael_","","y"
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1712222285787251025","11 oct.","¡Saludos, Edgar!","","","","","","","","","","https://twitter.com/PabloLemusN/status/1712222285787251025/analytics","49","En respuesta a","https://twitter.com/EdgarLeonGDL","@EdgarLeonGDL","https://abs-0.twimg.com/emoji/v2/svg/1f609.svg","","","https://twitter.com/DelToroIsmael_","@DelToroIsmael_","","y"
"https://twitter.com/spinlg","https://pbs.twimg.com/profile_images/499898807899803648/o9bLlR7-_normal.jpeg","spin","@spinlg","·","https://twitter.com/spinlg/status/1712221157485838690","11 oct.","Y si mejor le avisan a la","","","que los vecinos de ladron de guevara los tenemos monitoreados? Para ver si les da tantita vergüenza, por que ya vimos que","@TransporteJal","https://twitter.com/TransporteJal","no hace mucho o a los chóf","","https://pbs.twimg.com/ext_tw_video_thumb/1712221049574801408/pu/img/j4fbTPHRegAicy4u.jpg","1","https://twitter.com/spinlg/status/1712221157485838690/analytics","45","Respondiendo a","https://twitter.com/TransporteJal","@TransporteJal","https://abs-0.twimg.com/emoji/v2/svg/1f937-1f3fb-200d-2642-fe0f.svg","0:05","0:06","https://twitter.com/LGuevaraCol","@LGuevaraCol","y 5 más",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1712219279381119373","11 oct.","Mi reconocimiento","","","al inmenso valor del personal médico de nuestra ciudad, estamos orgullosos de su labor diaria en la protección de la salud de las y los ciudadanos. ¡Ánimo,","","","!","https://twitter.com/PabloLemusN/status/1712219279381119373/photo/1","https://pbs.twimg.com/media/F8MGVlnWsAAyD9m?format=jpg&name=360x360","1","https://twitter.com/PabloLemusN/status/1712219279381119373/analytics","571","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","https://abs-0.twimg.com/emoji/v2/svg/1f44f.svg","2","8","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1712219224859439230","11 oct.","Además de estas mejoras materiales, también hemos implementado estímulos económicos, como la homologación del bono de insalubridad para todo el personal médico de Guadalajara.","","","","","","","https://twitter.com/PabloLemusN/status/1712219224859439230/photo/1","https://pbs.twimg.com/media/F8MGTptXQAABEv3?format=jpg&name=small","1","https://twitter.com/PabloLemusN/status/1712219224859439230/analytics","582","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","2","6","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1712219191355339090","11 oct.","Esta entrega se suma a otras acciones que hemos impulsado como la entrega de ambulancias","","",", motocicletas BMW","","","para paramédicos, así como la renovación de cuatro unidades Cruz Verde.","https://twitter.com/PabloLemusN/status/1712219191355339090/photo/1","https://pbs.twimg.com/media/F8MGRArWAAADxc8?format=jpg&name=small","1","https://twitter.com/PabloLemusN/status/1712219191355339090/analytics","108","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","https://abs-0.twimg.com/emoji/v2/svg/1f691.svg","2","5","","","",""
"https://twitter.com/PabloLemusN","https://pbs.twimg.com/profile_images/1639268929070682114/8P5S_G2g_normal.jpg","Pablo Lemus Navarro","@PabloLemusN","·","https://twitter.com/PabloLemusN/status/1712219146799267983","11 oct.","Desde que llegamos a Guadalajara, hemos trabajado para fortalecer a nuestros Servicios Médicos Municipales. Hoy, damos un paso más entregando uniformes dignos a nuestros valiosos paramédicos, cicloparamédicos y personal de enfermería","","","‍","","","‍","https://twitter.com/PabloLemusN/status/1712219146799267983/photo/1","https://pbs.twimg.com/media/F8MGOtPXgAAuttR?format=jpg&name=small","6","https://twitter.com/PabloLemusN/status/1712219146799267983/analytics","2.313","","","","https://abs-0.twimg.com/emoji/v2/svg/1f468.svg","5","35","","","",""
"https://twitter.com/Changuillo_","https://pbs.twimg.com/profile_images/1456028263847845892/9bJpKJk5_normal.jpg","Lionel","@Changuillo_","·","https://twitter.com/Changuillo_/status/1712215982767259783","11 oct.","Pues estaría más chula si se pusieran a retirar vehículos abandonados que por toda la ciudad en cada cuadra hay dos o tres pero como movilidad Guadalajara nada más es la secretaría de la beca vamos a avanzar mucho en eso o qué dices Félix si le entras?","","","","","","","","","","https://twitter.com/Changuillo_/status/1712215982767259783/analytics","18","En respuesta a","https://twitter.com/felixgastelum1","@felixgastelum1","","","","https://twitter.com/PabloLemusN","@PabloLemusN","","y"
"https://twitter.com/felixgastelum1","https://pbs.twimg.com/profile_images/1453358324754362372/C24hKQ-L_normal.jpg","Félix Gastelum","@felixgastelum1","·","https://twitter.com/felixgastelum1/status/1712215656697925918","11 oct.","Con el impulso del alcalde","@PabloLemusN","https://twitter.com/PabloLemusN","al programa","","","trabajamos para que la ciudad esté cada día más chula.","https://twitter.com/felixgastelum1/status/1712215656697925918/photo/1","https://pbs.twimg.com/media/F8MDC09WYAAko5i?format=jpg&name=360x360","3","https://twitter.com/felixgastelum1/status/1712215656697925918/analytics","609","","","","https://abs-0.twimg.com/emoji/v2/svg/1f64c-1f3fc.svg","2","17","","","",""
"https://twitter.com/SISAAC252","https://pbs.twimg.com/profile_images/1644397331976953862/NZs_RxSI_normal.jpg","S.ISAAC B.C.","@SISAAC252","·","https://twitter.com/SISAAC252/status/1712215311200448576","11 oct.","Orale qué bonita pareja, ya se casaron?","","","","","","","","","2","https://twitter.com/SISAAC252/status/1712215311200448576/analytics","26","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","https://twitter.com/DelToroIsmael_","@DelToroIsmael_","","y"
"https://twitter.com/RafaBarriosD","https://pbs.twimg.com/profile_images/1711772934182694912/k7uoB8XB_normal.jpg","RafaelBarriosDavila","@RafaBarriosD","·","https://twitter.com/RafaBarriosD/status/1712208711790272633","11 oct.","En","@PabloLemusN","https://twitter.com/PabloLemusN",", los resultados es lo más importante. Y tenemos una GRAN NOTICIA para el Mercado de Abastos de Guadalajara. Después de meses de trabajo, y la anuencia de nuestro Presidente Municipal","","",", contaremos a partir de hoy, con  2 CAMIONES COMPACTADORES","https://twitter.com/RafaBarriosD/status/1712208711790272633/photo/1","https://pbs.twimg.com/media/F8L8vuYWQAAZuB8?format=jpg&name=small","3","https://twitter.com/RafaBarriosD/status/1712208711790272633/analytics","213","","","","https://abs-0.twimg.com/emoji/v2/svg/203c.svg","3","4","","","",""
"https://twitter.com/Hum_berto70","https://pbs.twimg.com/profile_images/977349598271475717/rPQT3-K0_normal.jpg","Humberto","@Hum_berto70","·","https://twitter.com/Hum_berto70/status/1712208164597211186","11 oct.","Váyanse a la ver&#&!&@# los dos hijos de puta","","","","","","","","","1","https://twitter.com/Hum_berto70/status/1712208164597211186/analytics","7","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","https://twitter.com/DelToroIsmael_","@DelToroIsmael_","","y"
"https://twitter.com/anvader_a","https://pbs.twimg.com/profile_images/1660671195941928961/MVzbbd2v_normal.jpg","ANVADER","@anvader_a","·","https://twitter.com/anvader_a/status/1712207126310085079","11 oct.","Gracias por la respuesta, si el reporte también se había hecho por GuaZap","","","","","","","","","1","https://twitter.com/anvader_a/status/1712207126310085079/analytics","11","Respondiendo a","https://twitter.com/GuadalajaraGob","@GuadalajaraGob","","","","https://twitter.com/PabloLemusN","@PabloLemusN","y 4 más",""
"https://twitter.com/Sepichpalace5","https://pbs.twimg.com/profile_images/1656821878705516545/nIivJI12_normal.jpg","Alejandro Sepich ","@Sepichpalace5","·","https://twitter.com/Sepichpalace5/status/1712204267988103271","11 oct.","Menos de 1 mes vinieron a echar el famoso chapapote y hoy calles guardia Nacional y colegio militar están nuevamente con unos baches hoyos del año colonia el Fortín  
Apoyo para que se dejen de hacer  w….","@PabloLemusN","https://twitter.com/PabloLemusN","desde otro inu","@Trafico_ZMG","https://twitter.com/Trafico_ZMG","","https://twitter.com/Sepichpalace5/status/1712204267988103271/photo/1","https://pbs.twimg.com/media/F8L4tBhXAAAPsK7?format=jpg&name=small","","https://twitter.com/Sepichpalace5/status/1712204267988103271/analytics","11","","","","","","","","","",""
"https://twitter.com/PaxxCultura","https://pbs.twimg.com/profile_images/1702655569406898176/b-XCUo2A_normal.jpg","Edgar A. Vera","@PaxxCultura","·","https://twitter.com/PaxxCultura/status/1712196728441729398","11 oct.","Últimas dos carreras infantiles del año con causa.

Col. Bosques de Boulevard y 5ta Velarde, los juguetes recaudados van para el NOS TOCA REGALAR 2023 de la","@PabloLemusN","https://twitter.com/PabloLemusN","","@PoliciaGDL","https://twitter.com/PoliciaGDL","","https://twitter.com/PaxxCultura/status/1712196728441729398/photo/1","https://pbs.twimg.com/media/F8Lx2MDaoAA4OGH?format=jpg&name=small","","https://twitter.com/PaxxCultura/status/1712196728441729398/analytics","47","","","","https://abs-0.twimg.com/emoji/v2/svg/1f422.svg","","","","","",""
"https://twitter.com/GuadalajaraGob","https://pbs.twimg.com/profile_images/1699106644213334016/wHc5sJ54_normal.jpg","Gobierno de Guadalajara","@GuadalajaraGob","·","https://twitter.com/GuadalajaraGob/status/1712196634984271907","11 oct.","A la entrega de los trabajos de rehabilitación en el Centro de Desarrollo Infantil número 8 asistieron el presidente","@PabloLemusN","https://twitter.com/PabloLemusN",",","@mayevillalemus","https://twitter.com/MayeVillaLemus",", presidenta del","https://twitter.com/GuadalajaraGob/status/1712196634984271907/photo/1","https://pbs.twimg.com/media/F8Lxto6aEAAa92x?format=jpg&name=small","1","https://twitter.com/GuadalajaraGob/status/1712196634984271907/analytics","467","En respuesta a","https://twitter.com/GuadalajaraGob","@GuadalajaraGob","","2","","","","",""
"https://twitter.com/felixgastelum1","https://pbs.twimg.com/profile_images/1453358324754362372/C24hKQ-L_normal.jpg","Félix Gastelum","@felixgastelum1","·","https://twitter.com/felixgastelum1/status/1712194354113044967","11 oct.","Gracias por el reporte, se atiende.","","","","","","","","","1","https://twitter.com/felixgastelum1/status/1712194354113044967/analytics","13","En respuesta a","https://twitter.com/ColomosProvi","@ColomosProvi","","","@GuadalajaraGob","https://twitter.com/PabloLemusN","@PabloLemusN","","y"
"https://twitter.com/GuadalajaraGob","https://pbs.twimg.com/profile_images/1699106644213334016/wHc5sJ54_normal.jpg","Gobierno de Guadalajara","@GuadalajaraGob","·","https://twitter.com/GuadalajaraGob/status/1712192925764112507","11 oct.","Buen día, ¡muchas gracias por la mención! Canalizamos el reporte al área correspondiente para que sea atendido lo antes posible. Saludos.","","","","","","","","","1","https://twitter.com/GuadalajaraGob/status/1712192925764112507/analytics","21","En respuesta a","https://twitter.com/ColomosProvi","@ColomosProvi","","","@PabloLemusN","https://twitter.com/felixgastelum1","@felixgastelum1","","y"
"https://twitter.com/DIFGUADALAJARA","https://pbs.twimg.com/profile_images/1455224668357595140/gVSrgBJ__normal.jpg","DIF Guadalajara","@DIFGUADALAJARA","·","https://twitter.com/DIFGUADALAJARA/status/1712190664270553308","11 oct.","El Alcalde de Guadalajara,","@PabloLemusN","https://twitter.com/PabloLemusN","; nuestra Presidenta,","@MayeVillaLemus","https://twitter.com/MayeVillaLemus","de Lemus; el Director de Obras Públicas, Francisco Ontiveros Balcázar; y la Directora Diana Vargas Salomón, acudieron a la entrega de este espacio","https://twitter.com/DIFGUADALAJARA/status/1712190664270553308/photo/1","https://pbs.twimg.com/media/F8Lq1GQWEAA3HbX?format=jpg&name=360x360","1","https://twitter.com/DIFGUADALAJARA/status/1712190664270553308/analytics","9","En respuesta a","https://twitter.com/DIFGUADALAJARA","@DIFGUADALAJARA","https://abs-0.twimg.com/emoji/v2/svg/1f3db.svg","","","","","",""
"https://twitter.com/raffalion","https://pbs.twimg.com/profile_images/1697351852772282369/GuxUg-rt_normal.jpg","ORLAnder","@raffalion","·","https://twitter.com/raffalion/status/1712185980877189202","11 oct.","El ultimo par de ""alcaldes"" que no han hecho absolutamente nada","","","","","","","","","2","https://twitter.com/raffalion/status/1712185980877189202/analytics","21","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","https://twitter.com/DelToroIsmael_","@DelToroIsmael_","","y"
"https://twitter.com/Pierovegayahooc","https://pbs.twimg.com/profile_images/1101308407187939328/JkE-Ibht_normal.jpg","Piero Vega","@Pierovegayahooc","·","https://twitter.com/Pierovegayahooc/status/1712183422527946914","11 oct.","Continuación de la obra de renovación en Av. Terranova, ahora por Av. José María Vigil, en Providencia, agradecemos, al alcalde","@PabloLemusN","https://twitter.com/PabloLemusN","y director de Obras Públicas de","@GuadalajaraGob","https://twitter.com/GuadalajaraGob",", Mtro.","https://twitter.com/Pierovegayahooc/status/1712183422527946914/photo/1","https://pbs.twimg.com/media/F8Llm8rXwAAV4hc?format=jpg&name=360x360","1","https://twitter.com/Pierovegayahooc/status/1712183422527946914/analytics","347","","","","","2","16","","",".",""
"https://twitter.com/GuadalajaraGob","https://pbs.twimg.com/profile_images/1699106644213334016/wHc5sJ54_normal.jpg","Gobierno de Guadalajara","@GuadalajaraGob","·","https://twitter.com/GuadalajaraGob/status/1712179076763701262","11 oct.","Buen día, ¡muchas gracias por la mención! Por favor, envíanos un MD con los detalles del reporte para poder canalizar el reporte, ¡quedamos atentos!","","","","","","","","","1","https://twitter.com/GuadalajaraGob/status/1712179076763701262/analytics","66","Respondiendo a","https://twitter.com/fcogtz80","@fcogtz80","","","","https://twitter.com/PabloLemusN","@PabloLemusN","y 2 más",""
"https://twitter.com/GuadalajaraGob","https://pbs.twimg.com/profile_images/1699106644213334016/wHc5sJ54_normal.jpg","Gobierno de Guadalajara","@GuadalajaraGob","·","https://twitter.com/GuadalajaraGob/status/1712178595547009223","11 oct.","Buen día, ¡gracias por la mención! El reporte se atendió con éxito. Recuerda que tu puedes hacer tus reportes a través de nuestra línea de GuaZap, solo agrega el número 3336-101010 a tu app de WhatsApp y envía un mensaje reportando la situación. Saludos.","","","","","","","https://twitter.com/GuadalajaraGob/status/1712178595547009223/photo/1","https://pbs.twimg.com/media/F8LhHXkbUAAt7Fp?format=jpg&name=small","1","https://twitter.com/GuadalajaraGob/status/1712178595547009223/analytics","52","Respondiendo a","https://twitter.com/anvader_a","@anvader_a","","1","","https://twitter.com/PabloLemusN","@PabloLemusN","y 4 más",""
"https://twitter.com/C13Guadalajara","https://pbs.twimg.com/profile_images/1422552160819191817/SPagDBxP_normal.jpg","Canal 13 Guadalajara","@C13Guadalajara","·","https://twitter.com/C13Guadalajara/status/1712178491070787763","11 oct.","El alcalde de","@PabloLemusN","https://twitter.com/PabloLemusN",",","","",", señaló que aún no hay una fecha para solicitar la licencia al cargo actual, para asistir a la precampaña a gobernador de","https://twitter.com/hashtag/Jalisco?src=hashtag_click","https://pbs.twimg.com/ext_tw_video_thumb/1712177856430637057/pu/img/IYvitjnRuDsHnJNQ.jpg","3","https://twitter.com/C13Guadalajara/status/1712178491070787763/analytics","39","","","","https://abs-0.twimg.com/emoji/v2/svg/2757.svg","1","","https://twitter.com/hashtag/Pol%C3%ADtica?src=hashtag_click","","",""
"https://twitter.com/chaf66","https://pbs.twimg.com/profile_images/1212794987651321856/kJ0613iI_normal.jpg","Fausto AChA","@chaf66","·","https://twitter.com/chaf66/status/1712178397239996657","11 oct.","El resultado....","","","","","","","","","","https://twitter.com/chaf66/status/1712178397239996657/analytics","14","Respondiendo a","https://twitter.com/Ramiro_Escoto","@Ramiro_Escoto","https://abs-0.twimg.com/emoji/v2/svg/274c.svg","","","https://twitter.com/FILGuadalajara","@FILGuadalajara","y 4 más",""
"https://twitter.com/Jazv1977Jorge","https://pbs.twimg.com/profile_images/1711788357561229312/oQpc7tVC_normal.jpg","Toño chivahermano","@Jazv1977Jorge","·","https://twitter.com/Jazv1977Jorge/status/1712178185423491517","11 oct.","mira , ya tenia mucho sin saber de deltoro que bueno que esta bien de salud se ve al 100%","","","","","","","","","","https://twitter.com/Jazv1977Jorge/status/1712178185423491517/analytics","10","Respondiendo a","https://twitter.com/Ramiro_Escoto","@Ramiro_Escoto","","","","https://twitter.com/FILGuadalajara","@FILGuadalajara","y 4 más",""
"https://twitter.com/GuadalajaraGob","https://pbs.twimg.com/profile_images/1699106644213334016/wHc5sJ54_normal.jpg","Gobierno de Guadalajara","@GuadalajaraGob","·","https://twitter.com/GuadalajaraGob/status/1712176560776892793","11 oct.","A la presentación, asistieron el alcalde","@PabloLemusN","https://twitter.com/PabloLemusN","; la Coord. De Construcción de Comunidad, Andrea Blanco; el diseñador de la medalla, Miguel Ángel Martín del Campo; la diseñadora de modas, Paulina Luna y autoridades.","","","","https://twitter.com/GuadalajaraGob/status/1712176560776892793/photo/1","https://pbs.twimg.com/media/F8Le49lbUAEOyLK?format=jpg&name=small","1","https://twitter.com/GuadalajaraGob/status/1712176560776892793/analytics","459","En respuesta a","https://twitter.com/GuadalajaraGob","@GuadalajaraGob","","2","","","","",""
"https://twitter.com/Ramiro_Escoto","https://pbs.twimg.com/profile_images/528724338275414016/sWnBPTT4_normal.jpeg","RAMIRO ESCOTO DIGITAL (RED)","@Ramiro_Escoto","·","https://twitter.com/Ramiro_Escoto/status/1712176096152576275","11 oct.","en la próxima","@PabloLemusN","https://twitter.com/PabloLemusN","se presentará el libro sobre la prevención del delito que se trabajó entre el","@FILGUADALAJARA","https://twitter.com/FILGuadalajara","y","https://twitter.com/Ramiro_Escoto/status/1712176096152576275/photo/1","https://pbs.twimg.com/media/F8Le_tnXwAAhiG2?format=jpg&name=360x360","2","https://twitter.com/Ramiro_Escoto/status/1712176096152576275/analytics","405","","","","","3","","","","... pendientes del trabajo",""
"https://twitter.com/RafaBarriosD","https://pbs.twimg.com/profile_images/1711772934182694912/k7uoB8XB_normal.jpg","RafaelBarriosDavila","@RafaBarriosD","·","https://twitter.com/RafaBarriosD/status/1712170478909956548","11 oct.","Llega la FÓRMULA 1 a","@PabloLemusN","https://twitter.com/PabloLemusN","Espera estas fechas y ven a disfrutar de esta gran exhibición.","@GuadalajaraGob","https://twitter.com/GuadalajaraGob","","https://twitter.com/RafaBarriosD/status/1712170478909956548/photo/1","https://pbs.twimg.com/media/F8LZClbXsAAMIC7?format=jpg&name=360x360","1","https://twitter.com/RafaBarriosD/status/1712170478909956548/analytics","36","","","","https://abs-0.twimg.com/emoji/v2/svg/1f44f-1f3fb.svg","","","","","",""
"https://twitter.com/Alex19781650","https://pbs.twimg.com/profile_images/1583849908859244544/1kYGv7BN_normal.jpg","ivan","@Alex19781650","·","https://twitter.com/Alex19781650/status/1712168502059290900","11 oct.","Futuro?? Te quedan 8 meses","","","","","","","","","2","https://twitter.com/Alex19781650/status/1712168502059290900/analytics","24","En respuesta a","https://twitter.com/PabloLemusN","@PabloLemusN","","","","https://twitter.com/DelToroIsmael_","@DelToroIsmael_","","y"
