"css-4rbku5 href","css-9pa8cd src","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-4rbku5 href 5","css-901oao 4","css-901oao 5","css-4rbku5 href 7","css-4rbku5 href 8","css-901oao 7","css-901oao 8","css-9pa8cd src 2","css-4rbku5 href 11","css-901oao 9","css-901oao 10","css-901oao 11","css-4rbku5 7","css-4rbku5 href 12","r-4qtqp9 src","css-901oao 12","css-4rbku5 href 14","css-901oao 13","css-901oao 14","css-4rbku5 href 15"
"https://twitter.com/lunatix","https://pbs.twimg.com/profile_images/1256392353654464514/CzK86ek4_normal.jpg","Roberto Romero","@lunatix","·","https://twitter.com/lunatix/status/1714050096428425681","1h","","O sea que de todo lo que has cobrado en tantos años no has hecho nada? Porque las mujeres del video solo hablan de lo que ""podrías"" hacer y no de lo que has hecho...","","","https://twitter.com/DrCarlosLomeli","","","","https://twitter.com/lunatix/status/1714050096428425681/analytics","5","En respuesta a","@DrCarlosLomeli","","","","","","","",""
"https://twitter.com/Juanjo_MezaMX","https://pbs.twimg.com/profile_images/1677008984170016768/zu-WINH8_normal.jpg","Juan Jo Meza Alegría","@Juanjo_MezaMX","·","https://twitter.com/Juanjo_MezaMX/status/1714048578233008194","1h","","Revisa la cuenta de",".
Ella hace días presentó un exhorto desde la","","https://twitter.com/remmakess","","","","https://twitter.com/Juanjo_MezaMX/status/1714048578233008194/analytics","6","En respuesta a","@remmakess","@Marquez_Cecilia","https://twitter.com/Marquez_Cecilia","","","https://twitter.com/DrCarlosLomeli","@DrCarlosLomeli","y",""
"https://twitter.com/Viajarhijos","https://pbs.twimg.com/profile_images/411806616774660097/80LJ326D_normal.png","Viajar con Hijos","@Viajarhijos","EVANEOS, los Mejores Viajes Familiares para este Otoño.

Escocia, Argentina, Islandia, Sri Lanka, Costa Rica, Italia, etc...","https://twitter.com/Viajarhijos/status/1713603059987664970/analytics","clic.edyaps.com/xyy","https://t.co/3xUsilhZ8P?twclid=25mdbdrpy0ti32ryklnx6jfszl","2","3","","","912,2 mil","Promocionado","https://pbs.twimg.com/media/F8fvFWmWgAABUp2?format=jpg&name=120x120","","https://","?twclid=25mdbdrpy0ti32ryklnx6jfszl","Experiencia, Calidad, Seguridad, Profesionalidad...","","","","evaneos.es","","","",""
"https://twitter.com/JoseBalmori8","https://pbs.twimg.com/profile_images/1441127607043383303/wyCLrgXl_normal.jpg","Jose Balmori","@JoseBalmori8","·","https://twitter.com/JoseBalmori8/status/1714047541757510000","1h","","Ni honesto ni íntegro! Pero gracias por participar Doc…","","","https://twitter.com/DrCarlosLomeli","","","","https://twitter.com/JoseBalmori8/status/1714047541757510000/analytics","7","En respuesta a","@DrCarlosLomeli","","","","","","","",""
"https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1714046058500931831","2h","","Para ganarse el respeto y la confianza de las personas, hay que trabajar con honestidad e integridad. Agradezco profundamente a todos los que me acompañan en esta ardua labor. ¡Les deseo un excelente inicio de semana a todas y todos!","","","","","","https://pbs.twimg.com/ext_tw_video_thumb/1713966424626995200/pu/img/gSfZV_jazWtY1e3E.jpg","https://twitter.com/DrCarlosLomeli/status/1714046058500931831/analytics","210","","","","","","2","","","",""
"https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1714046058500931831","2h","","Para ganarse el respeto y la confianza de las personas, hay que trabajar con honestidad e integridad. Agradezco profundamente a todos los que me acompañan en esta ardua labor. ¡Les deseo un excelente inicio de semana a todas y todos!","","","","","","https://pbs.twimg.com/ext_tw_video_thumb/1713966424626995200/pu/img/gSfZV_jazWtY1e3E.jpg","https://twitter.com/DrCarlosLomeli/status/1714046058500931831/analytics","210","","","","","","2","","","",""
"https://twitter.com/minervanoticias","https://pbs.twimg.com/profile_images/611606506081914880/_8LqvWuj_normal.png","Minerva Multimedios","@minervanoticias","·","https://twitter.com/minervanoticias/status/1714041133980864721","2h","","El","se despega de los demás y se convierte en el indiscutible candidato de","https://twitter.com/DrCarlosLomeli","https://twitter.com/CE_Mexico/status/1714009142401081836/photo/2","https://","Mostrar más","https://pbs.twimg.com/profile_images/1014700770061479936/1B3wq3As_mini.jpg","https://twitter.com/minervanoticias/status/1714041133980864721/analytics","11","#MORENA","#MC","@PartidoMorenaMx","https://twitter.com/PartidoMorenaMx","https://abs-0.twimg.com/emoji/v2/svg/1f64b-1f3fc-200d-2642-fe0f.svg","","",".

Aquí el estudio completo","bit.ly/45y0p1t",""
"https://twitter.com/LaloHernandezV","https://pbs.twimg.com/profile_images/1671752077561810944/fBHZd_ou_normal.jpg","Bici sinvergüenza","@LaloHernandezV","·","https://twitter.com/LaloHernandezV/status/1714036425560096930","2h","","expliquen porque debilitan el poder judicial mientras empoderan más y más al ejército mexicano.","","https://twitter.com/DrCarlosLomeli","","","","","https://twitter.com/LaloHernandezV/status/1714036425560096930/analytics","12","","","@Hiramtorres","https://twitter.com/Hiramtorres","","","","","",""
"https://twitter.com/BetsyHernndez6","https://pbs.twimg.com/profile_images/1609273688523784192/8NT84fSH_normal.jpg","B E T S Y H E R N Á N D E Z","@BetsyHernndez6","·","https://twitter.com/BetsyHernndez6/status/1714033921048944789","2h","","Dr Lomelí","","","https://twitter.com/CE_Mexico","","","","https://twitter.com/BetsyHernndez6/status/1714033921048944789/analytics","39","En respuesta a","@CE_Mexico","","","https://abs-0.twimg.com/emoji/v2/svg/1f4aa-1f3fb.svg","","https://twitter.com/DrCarlosLomeli","@DrCarlosLomeli","y",""
"https://twitter.com/remmakess","https://pbs.twimg.com/profile_images/1642589955259072514/GZlfwsoU_normal.jpg","BJOE y la 4T","@remmakess","·","https://twitter.com/remmakess/status/1714028898856702031","3h","","En Jalisco, d manera arbitraria y con el objetivo d recaudar dinero a como d lugar, Enrique Alfaro y sus amigos crearon el negocio d la verificación vehicular

 los precandidatos de Morena como","no les interesa ni quieren ni se pronuncian en favor del automóvilista","https://twitter.com/DrCarlosLomeli","","","","","https://twitter.com/remmakess/status/1714028898856702031/analytics","49","","","","","","1","","","",""
"https://twitter.com/CanoUGMx","https://pbs.twimg.com/profile_images/1696284227057094656/uvbCNOLI_normal.jpg","Gabriel Cano","@CanoUGMx","·","https://twitter.com/CanoUGMx/status/1714027829619281936","3h","","Firmes con el amigo Doctor","","","https://twitter.com/CE_Mexico","","","","https://twitter.com/CanoUGMx/status/1714027829619281936/analytics","5","En respuesta a","@CE_Mexico","","","","","https://twitter.com/DrCarlosLomeli","@DrCarlosLomeli","y",""
"https://twitter.com/RubenVa72779393","https://pbs.twimg.com/profile_images/1610150352317284353/gjGda9ib_normal.jpg","Ruben Vazquez","@RubenVa72779393","·","https://twitter.com/RubenVa72779393/status/1714023284755329456","3h","","Paleros, todos van por la lana","","","https://twitter.com/CE_Mexico","","","","https://twitter.com/RubenVa72779393/status/1714023284755329456/analytics","47","En respuesta a","@CE_Mexico","","","","","https://twitter.com/DrCarlosLomeli","@DrCarlosLomeli","y",""
"https://twitter.com/TomsBarragan4","https://pbs.twimg.com/profile_images/1540859857322082305/kvKRDcQz_normal.png","Tomás Barragan","@TomsBarragan4","·","https://twitter.com/TomsBarragan4/status/1714016404821742033","4h","","DR CARLOS LOMELI","","","https://twitter.com/CE_Mexico","","","","https://twitter.com/TomsBarragan4/status/1714016404821742033/analytics","81","En respuesta a","@CE_Mexico","","","","","https://twitter.com/DrCarlosLomeli","@DrCarlosLomeli","y",""
"https://twitter.com/CE_Mexico","https://pbs.twimg.com/profile_images/1014700770061479936/1B3wq3As_normal.jpg","Campaigns&Elections","@CE_Mexico","·","https://twitter.com/CE_Mexico/status/1714009142401081836","4h","https://twitter.com/hashtag/JALISCO?src=hashtag_click","2024","sigue puntero en la interna de","https://twitter.com/DrCarlosLomeli","https://twitter.com/hashtag/MORENA?src=hashtag_click","en estos días por sus procesos internos lo pone en posición competitiva ante quien resulte candidato de",".

Aquí el estudio completo","https://pbs.twimg.com/media/F8liOwzXMAEaZvU?format=jpg&name=360x360","https://twitter.com/CE_Mexico/status/1714009142401081836/analytics","885","","","","","https://abs-0.twimg.com/emoji/v2/svg/1f4ca.svg","4","https://t.co/WByIuRIOAT","https://","",""
"https://twitter.com/proyecto_zmg","https://pbs.twimg.com/profile_images/1615184446516346881/QHbB77f7_normal.jpg","Proyecto Metropolitano ZMG","@proyecto_zmg","·","https://twitter.com/proyecto_zmg/status/1713982903581892925","6h","https://twitter.com/hashtag/Morena?src=hashtag_click","En","todo listo para encuesta final y definir quién encabezará defensa de la","https://twitter.com/DrCarlosLomeli","https://twitter.com/hashtag/Jalisco?src=hashtag_click",". Apuestas corren a favor de",",","https://pbs.twimg.com/card_img/1713978519108112384/S2E7XHMs?format=png&name=small","https://twitter.com/proyecto_zmg/status/1713982903581892925/analytics","15","","","@ClaraCardenasG","https://twitter.com/ClaraCardenasG","","","","","",""
"https://twitter.com/JeroneAvila","https://pbs.twimg.com/profile_images/611967652727107585/LBkeSwiL_normal.jpg","Jerone Avila","@JeroneAvila","·","https://twitter.com/JeroneAvila/status/1713964023387959370","7h","","Jajajajaja pasearte para no trabajar no es conocer Jalisco huevon jajajajaja","","","https://twitter.com/DrCarlosLomeli","","","","https://twitter.com/JeroneAvila/status/1713964023387959370/analytics","8","En respuesta a","@DrCarlosLomeli","","","","","","","",""
"https://twitter.com/AudideMexico","https://pbs.twimg.com/profile_images/727993395344347136/heSuyqqw_normal.jpg","Audi de México","@AudideMexico","Este es el sonido de un mundo sustentable. Conoce más sobre Audi Go Green, una iniciativa que buscar reducir la huella de carbono para crear un mejor futuro para las nuevas generaciones. Conoce más.","https://twitter.com/AudideMexico/status/1708361475549778186/analytics","","","1","12","https://audi-gogreen.pronatura.org.mx/?csref=soc%3APHD%3ABc%3AGoGreen_Octubre23%3Aa%3ATwitter%3ATwitter%3Amt%7Ep%3Ap%7ETwitter%3Afn%7ECarruselHor%3Ac%7EImagyVid&twclid=24ejl52cfigh91z8uu2575y3zf","https://audi-gogreen.pronatura.org.mx/?csref=soc%3APHD%3ABc%3AGoGreen_Octubre23%3Aa%3ATwitter%3ATwitter%3Amt%7Ep%3Ap%7ETwitter%3Afn%7ECarruselHor%3Ac%7EImagyVid&twclid=24ejl52cfigh91z8uu2575y3zf","1,4 M","Promocionado","https://pbs.twimg.com/amplify_video_thumb/1687479673666654208/img/NNklXBAnC7fH2lXE.jpg","","Diapositiva 1 de 4: carrusel","pronatura.org.mx","Déjate llevar por el sonido de un mundo sostenible. ​","","https://audi-gogreen.pronatura.org.mx/?csref=soc%3APHD%3ABc%3AGoGreen_Octubre23%3Aa%3ATwitter%3ATwitter%3Amt%7Ep%3Ap%7ETwitter%3Afn%7ECarruselHor%3Ac%7EImagyVid&twclid=24ejl52cfigh91z8uu2575y3zf","","pronatura.org.mx","","Conoce el objetivo de Audi Go Green.​","pronatura.org.mx",""
"https://twitter.com/spaulinoorozco","https://pbs.twimg.com/profile_images/1204474034412503040/b-EiuiBy_normal.jpg","Paulino Sanchez","@spaulinoorozco","·","https://twitter.com/spaulinoorozco/status/1713917290905735401","10h","","Muchas felicidades y mucha suerte Juncal, espero que ganes para que le tapes la boca a todos los bots que te atacan!","","","https://twitter.com/juncalssolano","","","","https://twitter.com/spaulinoorozco/status/1713917290905735401/analytics","4","Respondiendo a","@juncalssolano","","","","","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","y 2 más","https://twitter.com/spaulinoorozco/status/1713917290905735401/people"
"https://twitter.com/Alelxandr0vall3","https://pbs.twimg.com/profile_images/1269768100326457344/al1GbV1E_normal.jpg","Alejandro Valle","@Alelxandr0vall3","·","https://twitter.com/Alelxandr0vall3/status/1713914723740069996","10h","","Alguien se queja de los Sobreprecios en Adjudicaciones Directas?","?","https://twitter.com/DrCarlosLomeli","","0:21","","https://pbs.twimg.com/profile_images/1646258455831822338/fwVL0osc_mini.jpg","https://twitter.com/Alelxandr0vall3/status/1713914723740069996/analytics","19","","","@CandeOchoaA","https://twitter.com/CandeOchoaA","","","","","",""
"https://twitter.com/PollsMX_","https://pbs.twimg.com/profile_images/1329040428029587456/rMUvymoc_normal.jpg","PollsMX","@PollsMX_","·","https://twitter.com/PollsMX_/status/1713902612247089286","11h","https://twitter.com/hashtag/Jalisco?src=hashtag_click",".","sube y","https://twitter.com/DrCarlosLomeli","",".",",","https://pbs.twimg.com/media/F8XMB0CXoAArJu8?format=jpg&name=small","https://twitter.com/PollsMX_/status/1713902612247089286/analytics","630","","","@AlbertoEsquerG","https://twitter.com/AlbertoEsquerG","","1","https://t.co/m8VEp78une","https://","jalisco/",""
"https://twitter.com/kioscoinfo","https://pbs.twimg.com/profile_images/1683666110032277504/GJ7KwLWH_normal.jpg","@KioscoInfo","@kioscoinfo","·","https://twitter.com/kioscoinfo/status/1713896824799433117","11h","https://twitter.com/hashtag/Tepa?src=hashtag_click","Este fin de semana","visitó","https://twitter.com/DrCarlosLomeli","",".","kioscoinformativo.com","https://pbs.twimg.com/card_img/1713896435442192384/170SoVof?format=jpg&name=240x240","https://twitter.com/kioscoinfo/status/1713896824799433117/analytics","50","","","","","","1","","","",""
"https://twitter.com/gua7786404","https://pbs.twimg.com/profile_images/1655985417068347392/IsOHbkEA_normal.jpg","María Guadalupe García Serrano","@gua7786404","·","https://twitter.com/gua7786404/status/1713806550580506961","17h","","CLARA CÁRDENAS","","","https://twitter.com/RutaElectoralmx","","","","https://twitter.com/gua7786404/status/1713806550580506961/analytics","6","Respondiendo a","@RutaElectoralmx","","","","3","https://twitter.com/ClaraCardenasG","@ClaraCardenasG","y 3 más","https://twitter.com/gua7786404/status/1713806550580506961/people"
"https://twitter.com/Mal_AmigoGDL","https://pbs.twimg.com/profile_images/1685108328270041089/J5OCjVvN_normal.jpg","El Pinche Carlo","@Mal_AmigoGDL","·","https://twitter.com/Mal_AmigoGDL/status/1713800536875475306","18h","","Exacto, todos los candidatos agarraditos del KKs.
Solos son escoria, bueno, con el KKs tambien son escoria, pero escoria ignorada.","#XochitlVa","","https://twitter.com/ArmandoG2","","","","https://twitter.com/Mal_AmigoGDL/status/1713800536875475306/analytics","11","Respondiendo a","@ArmandoG2","","","","2","https://twitter.com/latinus_us","@latinus_us","y 3 más","https://twitter.com/Mal_AmigoGDL/status/1713800536875475306/people"
"https://twitter.com/RutaElectoralmx","https://pbs.twimg.com/profile_images/1382134097221402627/PNwaVLrB_normal.jpg","RutaElectoralmx","@RutaElectoralmx","·","https://twitter.com/RutaElectoralmx/status/1713777286611366355","19h","https://twitter.com/RutaElectoralmx/status/1713777286611366355/photo/2","Carlos Lomelí: soldado de la cuarta transformación en Jalisco.","presidente del Consejo de Morena en la entidad visita Tonalá donde declara que la 4T beneficiará más los habitantes de la región.","https://twitter.com/DrCarlosLomeli","","","","https://pbs.twimg.com/media/F8iPVhpbUAAu2K9?format=jpg&name=small","https://twitter.com/RutaElectoralmx/status/1713777286611366355/analytics","986","","","","","https://abs-0.twimg.com/emoji/v2/svg/1f5de.svg","3","https://t.co/H58t0MUZfz","http://","","https://twitter.com/RutaElectoralmx/status/1713777286611366355/media_tags"
"https://twitter.com/jluisramireza","https://pbs.twimg.com/profile_images/1222887568993210369/5QPEncbF_normal.jpg","Jose Luis Ramirez Arroyo","@jluisramireza","·","https://twitter.com/jluisramireza/status/1713729623144407432","23h","https://twitter.com/hashtag/BastaYa?src=hashtag_click","Un día si y otro también, diario en Jalisco “levantones” y “ejecuciones”","","https://twitter.com/DrCarlosLomeli","","","Mostrar más","https://pbs.twimg.com/profile_images/1466519095579394059/nFVG60DX_mini.jpg","https://twitter.com/jluisramireza/status/1713729623144407432/analytics","93","","","@Hiramtorres","https://twitter.com/Hiramtorres","","1","","","","https://twitter.com/c4jimenez"
"https://twitter.com/spinlg","https://pbs.twimg.com/profile_images/499898807899803648/o9bLlR7-_normal.jpeg","spin","@spinlg","·","https://twitter.com/spinlg/status/1713718518909165892","23h","","No pierda su tiempo doctor, va a volver a perder","en jalisco, Morena NO","","https://twitter.com/DrCarlosLomeli","","","","https://twitter.com/spinlg/status/1713718518909165892/analytics","9","En respuesta a","@DrCarlosLomeli","","","https://abs-0.twimg.com/emoji/v2/svg/1f937-1f3fb-200d-2642-fe0f.svg","","","","",""
"https://twitter.com/marcatextos","https://pbs.twimg.com/profile_images/2729531551/7b8efbaa45ef9b3b294b046893bf7966_normal.png","Marcatextos.com","@marcatextos","·","https://twitter.com/marcatextos/status/1713712280142070198","15 oct.","","El","continúa sus recorrido por diversas regiones del estado. Hoy estuvo en Tepatitlán, donde dijo que la gente de esta región merece vivir mejor y no estar aislados ni alejados de la Federación por culpa del gobierno estatal.","https://twitter.com/DrCarlosLomeli","","","","https://pbs.twimg.com/media/F8hTQLzXIAAg5LO?format=jpg&name=small","https://twitter.com/marcatextos/status/1713712280142070198/analytics","227","","","","","","","","","",""
"https://twitter.com/NadiaMadrigal","https://pbs.twimg.com/profile_images/1123075920699510784/HHWWH8v-_normal.png","Nadia Madrigal","@NadiaMadrigal","·","https://twitter.com/NadiaMadrigal/status/1713709482348249446","15 oct.","https://twitter.com/hashtag/Morena?src=hashtag_click","Comprometido con la productiva región de los Altos de Jalisco","visita Tepetitlán se reúne con militantes y simpatizantes de","https://twitter.com/DrCarlosLomeli","","","","https://pbs.twimg.com/media/F8hRsW8WAAAxP7j?format=jpg&name=small","https://twitter.com/NadiaMadrigal/status/1713709482348249446/analytics","68","","","","","","1","","","",""
"https://twitter.com/emmespin","https://pbs.twimg.com/profile_images/1478022147419389956/HVBRClXV_normal.jpg","Emmanuel Espinosa","@emmespin","·","https://twitter.com/emmespin/status/1713705061602242587","15 oct.","","Pues así así como que mucha lucha con la corrupción no hubo.","Los hijos, hermanos, primas, colaboradores y demás fauna cuateotera del kks","https://twitter.com/DrCarlosLomeli","https://twitter.com/PartidoMorenaMx","","","","https://twitter.com/emmespin/status/1713705061602242587/analytics","8","En respuesta a","@PartidoMorenaMx","@ManuelBartlett","https://twitter.com/ManuelBartlett","","","","","",""
"https://twitter.com/Guason56380672","https://pbs.twimg.com/profile_images/1702463383360983040/6zJt2s54_normal.jpg","Zapopan noticias","@Guason56380672","·","https://twitter.com/Guason56380672/status/1713703801226445165","15 oct.","","Y el mejor horario para los","del sector 2,3,4,5 cuando va cambiar","","https://twitter.com/DrCarlosLomeli","","","","https://twitter.com/Guason56380672/status/1713703801226445165/analytics","38","En respuesta a","@DrCarlosLomeli","@PoliciaZapopan","https://twitter.com/PoliciaZapopan","","","","","",""
"https://twitter.com/Rouux1","https://pbs.twimg.com/profile_images/1509176224186351622/mnWJ1rev_normal.jpg","Rosalinda Ortiz","@Rouux1","·","https://twitter.com/Rouux1/status/1713699112250466638","15 oct.","","Con liderazgos importantes, militantes y simpatizantes de","se reunió este día","https://twitter.com/DrCarlosLomeli","","","","https://pbs.twimg.com/media/F8hIQlPWwAI0QoA?format=jpg&name=small","https://twitter.com/Rouux1/status/1713699112250466638/analytics","316","","","@PartidoMorenaMx","https://twitter.com/PartidoMorenaMx","","1","","","",""
"https://twitter.com/DrCarlosLomeli","https://pbs.twimg.com/profile_images/1702843912446996480/gfvPKMxi_normal.jpg","Dr. Carlos Lomelí","@DrCarlosLomeli","·","https://twitter.com/DrCarlosLomeli/status/1713697396960514083","15 oct.","","En Tepa y todos los Altos hay gente trabajadora, buena y dedicada, que con o sin apoyo, han sabido construir una de las regiones más fértiles y productivas de México y de toda América. 

¡Gracias por recibirme este domingo!","","","","","","https://pbs.twimg.com/media/F8hGsjtW0AAIdnt?format=jpg&name=360x360","https://twitter.com/DrCarlosLomeli/status/1713697396960514083/analytics","794","","","","","","3","","","",""
"https://twitter.com/MarioAlHerna","https://pbs.twimg.com/profile_images/1591233883198164992/2c7_rWLW_normal.jpg","Mario Pérez","@MarioAlHerna","·","https://twitter.com/MarioAlHerna/status/1713688927113007369","15 oct.","","Les presento la cara de la corrupción, les presento al señor que vende fentanilo","","https://twitter.com/DrCarlosLomeli","","","","https://pbs.twimg.com/media/F8g-_48WwAA9EpU?format=jpg&name=small","https://twitter.com/MarioAlHerna/status/1713688927113007369/analytics","8","","","","","","","","","",""
